election_id,election_date,state,jurisdiction_level,jurisdiction_name,office_or_issue,district_name,district_number,election_type,voter_facing,votenow_location_string,search_tokens,source_name,source_url,verification_status,verification_notes,last_verified_at,anomaly_flag
9e7d9597-cd2b-4fa5-baa9-d78346624ba3,2026-04-10,ME,statewide,Statewide,General election,Maine,,general,Y,ME Statewide,"statewide,maine,me",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source | Ambiguous statewide listing retained for review | Unusual statewide general timing,,True
6378d1e1-0412-49d1-b0fd-3ae2b63103c5,2026-04-14,CA,special_district,Whitehawk Ranch Community Services District,Whitehawk Ranch Community Services District special election,Whitehawk Ranch Community Services District,,special_general,Y,"Whitehawk Ranch Community Services District, CA","whitehawk,ranch,community,services,district,california,ca",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
3795fa2c-82de-4e0b-9f47-8131b9874cb2,2026-04-16,NJ,federal_district,New Jersey District 11,Special general election for U.S. House New Jersey District 11,New Jersey District 11,11,special_general,Y,"New Jersey District 11, NJ","new,jersey,district,11,nj",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4050f438-569b-459e-be49-b87c987986ee,2026-04-18,LA,state_legislative_district,Louisiana House of Representatives District 69,Special general election for Louisiana House of Representatives District 69,Louisiana House of Representatives District 69,69,special_general,Y,"Louisiana House of Representatives District 69, LA","louisiana,house,of,representatives,district,69,la",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
3b0cc977-a0fd-4efa-a7b8-d4225d4d268b,2026-04-21,CO,recall,Firestone,Firestone Board of Trustees recall election,Firestone,,recall,Y,"Firestone, CO","firestone,colorado,co",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
73daf451-5227-42f9-8fa8-51ea049b2fbf,2026-04-21,NJ,school_district,Newark Public Schools,Newark Public Schools general election,Newark Public Schools,,general,Y,"Newark Public Schools, NJ","newark,public,schools,new,jersey,nj",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
51d2d2b4-b2e7-4d28-b2a3-0a08f8dd10d8,2026-04-21,NJ,school_district,Newark Public Schools,Newark Public Schools special election,Newark Public Schools,,special_general,Y,"Newark Public Schools, NJ","newark,public,schools,new,jersey,nj",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
989961c5-0533-48f6-bff6-18475ddd1b18,2026-04-21,VA,ballot_measure,Virginia,Virginia special ballot measure election,Virginia,,ballot_measure,Y,"Virginia, VA","virginia,va",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
92c8f146-0048-4421-8deb-46bab700cbd6,2026-04-28,NY,special_district,New York City Council District 3,Special general election for New York City Council District 3,New York City Council District 3,3,special_general,Y,"New York City Council District 3, NY","new,york,city,council,district,3,ny",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6e6f0d99-4507-4848-8d1d-1c9f02039710,2026-05-02,TX,school_district,Alamo Heights Independent School District,Alamo Heights Independent School District general election,Alamo Heights Independent School District,,general,Y,"Alamo Heights Independent School District, TX","alamo,heights,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
d36a3b13-a477-43bb-88da-9cbabe3c6a1f,2026-05-02,TX,school_district,Allen Independent School District,Allen Independent School District general election,Allen Independent School District,,general,Y,"Allen Independent School District, TX","allen,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a230b122-cd73-4d7c-809e-3d376eeae2f7,2026-05-02,TX,city,Arlington,"General election in Arlington, Texas",Arlington,,general,Y,"Arlington, TX","arlington,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ccd77e57-4b83-45d4-9fef-9577f0ca87d6,2026-05-02,TX,school_district,Arlington Independent School District,Arlington Independent School District general election,Arlington Independent School District,,general,Y,"Arlington Independent School District, TX","arlington,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
37df0514-ba46-4881-8e73-7aa11273e32d,2026-05-02,TX,school_district,Burleson Independent School District,Burleson Independent School District general election,Burleson Independent School District,,general,Y,"Burleson Independent School District, TX","burleson,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
bdbea159-0030-424e-be8e-dcb44e9b62ca,2026-05-02,TX,school_district,Carrollton-Farmers Branch Independent School District,Carrollton-Farmers Branch Independent School District general election,Carrollton-Farmers Branch Independent School District,,general,Y,"Carrollton-Farmers Branch Independent School District, TX","carrollton,farmers,branch,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
e0c50732-d807-4120-afd6-ea7ecae2e266,2026-05-02,TX,school_district,Castleberry Independent School District,Castleberry Independent School District general election,Castleberry Independent School District,,general,Y,"Castleberry Independent School District, TX","castleberry,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
f2ac7755-183e-453b-86af-b0d638f0a111,2026-05-02,TX,school_district,Clear Creek Independent School District,Clear Creek Independent School District general election,Clear Creek Independent School District,,general,Y,"Clear Creek Independent School District, TX","clear,creek,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
9998ba87-a310-4bd1-a4ed-9506ecbd80fb,2026-05-02,TX,school_district,Coppell Independent School District,Coppell Independent School District general election,Coppell Independent School District,,general,Y,"Coppell Independent School District, TX","coppell,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
bd8c1416-2498-473a-96f6-d539761fcee3,2026-05-02,TX,school_district,Crowley Independent School District,Crowley Independent School District general election,Crowley Independent School District,,general,Y,"Crowley Independent School District, TX","crowley,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
bf4fe08a-b51d-4378-b7e2-9dac6fd3eb56,2026-05-02,TX,county,Dallas County,"General election in Dallas County, Texas",Dallas County,,general,Y,"Dallas County, TX","dallas,county,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
41c3e497-e3c9-48d3-8e95-93e4715d9058,2026-05-02,TX,school_district,Dallas Independent School District,Dallas Independent School District general election,Dallas Independent School District,,general,Y,"Dallas Independent School District, TX","dallas,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
97fcfbf8-0473-42ae-932a-7e0ef66af826,2026-05-02,TX,school_district,Duncanville Independent School District,Duncanville Independent School District general election,Duncanville Independent School District,,general,Y,"Duncanville Independent School District, TX","duncanville,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ce3fe246-04e9-4671-9470-b72de909e139,2026-05-02,TX,school_district,Eagle Mountain-Saginaw Independent School District,Eagle Mountain-Saginaw Independent School District general election,Eagle Mountain-Saginaw Independent School District,,general,Y,"Eagle Mountain-Saginaw Independent School District, TX","eagle,mountain,saginaw,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
ffc9491f-ea89-4834-a5d3-e8a32ac703a7,2026-05-02,TX,school_district,Eanes Independent School District,Eanes Independent School District general election,Eanes Independent School District,,general,Y,"Eanes Independent School District, TX","eanes,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
3fa8447f-ac4e-47e3-ab8a-0073ec46aa5d,2026-05-02,TX,school_district,Everman Independent School District,Everman Independent School District general election,Everman Independent School District,,general,Y,"Everman Independent School District, TX","everman,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
2196841b-5493-4f33-ae8d-06bbdee25f2e,2026-05-02,TX,school_district,Forney Independent School District,Forney Independent School District general election,Forney Independent School District,,general,Y,"Forney Independent School District, TX","forney,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
b094e83b-24b5-46b1-a9e5-7eb1ba353273,2026-05-02,TX,special_district,Fort Worth City Council District 10,Special general election for Fort Worth City Council District 10,Fort Worth City Council District 10,10,special_general,Y,"Fort Worth City Council District 10, TX","fort,worth,city,council,district,10,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
00fa0c58-cb7e-4c68-9b6d-989d5df8aaaa,2026-05-02,TX,school_district,Frenship Independent School District,Frenship Independent School District general election,Frenship Independent School District,,general,Y,"Frenship Independent School District, TX","frenship,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
82e121d8-0ab2-4b62-b684-800e88655861,2026-05-02,TX,school_district,Frisco Independent School District,Frisco Independent School District general election,Frisco Independent School District,,general,Y,"Frisco Independent School District, TX","frisco,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4ea1fb21-8afe-4b8f-9502-3a627ca02b5d,2026-05-02,TX,school_district,Galena Park Independent School District,Galena Park Independent School District general election,Galena Park Independent School District,,general,Y,"Galena Park Independent School District, TX","galena,park,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
7eeea390-7306-4863-a972-6b16bc82766f,2026-05-02,TX,city,Garland,"General election in Garland, Texas",Garland,,general,Y,"Garland, TX","garland,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
aa6d5a1f-3067-4a47-9381-8e8f8cea95eb,2026-05-02,TX,school_district,Garland Independent School District,Garland Independent School District general election,Garland Independent School District,,general,Y,"Garland Independent School District, TX","garland,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
c2eb2ac0-c242-4420-987b-404a20a1d6fc,2026-05-02,TX,school_district,Grand Prairie Independent School District,Grand Prairie Independent School District general election,Grand Prairie Independent School District,,general,Y,"Grand Prairie Independent School District, TX","grand,prairie,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
f68b3410-83ec-4071-a8b7-b6e659e4ad83,2026-05-02,TX,school_district,Hays Consolidated Independent School District,Hays Consolidated Independent School District general election,Hays Consolidated Independent School District,,general,Y,"Hays Consolidated Independent School District, TX","hays,consolidated,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
568829d4-cec0-4599-be0e-37456b4a2ee1,2026-05-02,TX,school_district,Highland Park Independent School District (Dallas),Highland Park Independent School District (Dallas) general election,Highland Park Independent School District (Dallas),,general,Y,"Highland Park Independent School District (Dallas), TX","highland,park,independent,school,district,dallas,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
3c701378-886f-4048-a400-0566169dc59a,2026-05-02,TX,school_district,Idalou Independent School District,Idalou Independent School District general election,Idalou Independent School District,,general,Y,"Idalou Independent School District, TX","idalou,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
60bdea00-d576-44c1-b5f1-6449f0a50cae,2026-05-02,TX,city,Irving,"General election in Irving, Texas",Irving,,general,Y,"Irving, TX","irving,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
58398c81-2303-4ff7-b2b9-96d2d964a667,2026-05-02,TX,special_district,Irving City Council District 6,Special election for Irving City Council Place 6,Irving City Council District 6,6,special_general,Y,"Irving City Council District 6, TX","irving,city,council,district,6,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
cb183138-dde3-4711-a68e-de00a64ee0b6,2026-05-02,TX,school_district,Irving Independent School District,Irving Independent School District general election,Irving Independent School District,,general,Y,"Irving Independent School District, TX","irving,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
782fc4d2-c1fd-405d-b8ec-b4a90a4ee111,2026-05-02,TX,school_district,Katy Independent School District,Katy Independent School District general election,Katy Independent School District,,general,Y,"Katy Independent School District, TX","katy,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
679e66ea-2258-43ed-bc36-c5451fb57a03,2026-05-02,TX,school_district,Kennedale Independent School District,Kennedale Independent School District general election,Kennedale Independent School District,,general,Y,"Kennedale Independent School District, TX","kennedale,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
0d03fa61-84e9-48ee-8e64-721928cf3ac5,2026-05-02,TX,school_district,Killeen Independent School District,Killeen Independent School District general election,Killeen Independent School District,,general,Y,"Killeen Independent School District, TX","killeen,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
0c66d776-1662-4ed5-a88f-6b78f320c415,2026-05-02,TX,recall,Kingsville,Recall election,Kingsville,,recall,Y,"Kingsville, TX","kingsville,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
5d50e510-39d2-4209-8fcf-591cb57eed60,2026-05-02,TX,school_district,Lancaster Independent School District,Lancaster Independent School District general election,Lancaster Independent School District,,general,Y,"Lancaster Independent School District, TX","lancaster,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
048365f1-0091-4b2e-8a28-ca05c802c44c,2026-05-02,TX,school_district,Lewisville Independent School District,Lewisville Independent School District general election,Lewisville Independent School District,,general,Y,"Lewisville Independent School District, TX","lewisville,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
8b91efcc-413d-4281-8198-17ba210f7efc,2026-05-02,TX,city,Lubbock,"General election in Lubbock, Texas",Lubbock,,general,Y,"Lubbock, TX","lubbock,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
b68f658a-d7c8-4b4b-8caf-6c7786a7595e,2026-05-02,TX,school_district,Lubbock Independent School District,Lubbock Independent School District general election,Lubbock Independent School District,,general,Y,"Lubbock Independent School District, TX","lubbock,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
16f5d9b7-d189-4003-b8e2-4bbdb136bcab,2026-05-02,TX,school_district,Lubbock-Cooper Independent School District,Lubbock-Cooper Independent School District general election,Lubbock-Cooper Independent School District,,general,Y,"Lubbock-Cooper Independent School District, TX","lubbock,cooper,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
f59140b9-abac-42c9-aa97-916a78665ff6,2026-05-02,TX,school_district,Mansfield Independent School District,Mansfield Independent School District general election,Mansfield Independent School District,,general,Y,"Mansfield Independent School District, TX","mansfield,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6d55efbc-6d08-4e0c-8657-a69cae0cc077,2026-05-02,TX,school_district,Mesquite Independent School District,Mesquite Independent School District general election,Mesquite Independent School District,,general,Y,"Mesquite Independent School District, TX","mesquite,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
41752eb7-c3bc-460c-83bc-fe9178d06d57,2026-05-02,TX,school_district,New Deal Independent School District,New Deal Independent School District general election,New Deal Independent School District,,general,Y,"New Deal Independent School District, TX","new,deal,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
4c432789-8fcd-4ace-b5f9-e35cb0cb35b3,2026-05-02,TX,school_district,North East Independent School District,North East Independent School District general election,North East Independent School District,,general,Y,"North East Independent School District, TX","north,east,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
a4b4318b-c0f3-482d-8b21-ae3aed17107e,2026-05-02,TX,school_district,Northwest Independent School District,Northwest Independent School District general election,Northwest Independent School District,,general,Y,"Northwest Independent School District, TX","northwest,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
0d188873-413d-43df-b178-094920341eca,2026-05-02,TX,school_district,Port Aransas Independent School District,Port Aransas Independent School District general election,Port Aransas Independent School District,,general,Y,"Port Aransas Independent School District, TX","port,aransas,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
e9e31a37-5d63-4216-8bbe-f0cf1d4d55f6,2026-05-02,TX,school_district,Richardson Independent School District,Richardson Independent School District general election,Richardson Independent School District,,general,Y,"Richardson Independent School District, TX","richardson,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
18f6386a-ccdc-44a6-a43d-2d9f23e5884e,2026-05-02,TX,school_district,Rockport-Fulton Independent School District,Rockport-Fulton Independent School District general election,Rockport-Fulton Independent School District,,general,Y,"Rockport-Fulton Independent School District, TX","rockport,fulton,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
825fee31-63f2-43b2-a68b-ce70f16cbe8a,2026-05-02,TX,school_district,Rockwall Independent School District,Rockwall Independent School District general election,Rockwall Independent School District,,general,Y,"Rockwall Independent School District, TX","rockwall,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
0198f159-ffad-4aff-9b55-b7b29e28c076,2026-05-02,TX,school_district,Roosevelt Independent School District,Roosevelt Independent School District general election,Roosevelt Independent School District,,general,Y,"Roosevelt Independent School District, TX","roosevelt,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
dee35613-6fa9-4985-ac52-52e725f07cb8,2026-05-02,TX,school_district,Southwest Independent School District,Southwest Independent School District general election,Southwest Independent School District,,general,Y,"Southwest Independent School District, TX","southwest,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
359e9ff6-bc9f-4bc9-8007-a0bbe4133fa6,2026-05-02,TX,school_district,Spring Branch Independent School District,Spring Branch Independent School District general election,Spring Branch Independent School District,,general,Y,"Spring Branch Independent School District, TX","spring,branch,independent,school,district,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
788572fc-ece3-4d7f-8c69-6d046732cfbe,2026-05-02,TX,state_legislative_district,Texas State Senate District 4,Texas State Senate District 4 special general election,Texas State Senate District 4,4,special_general,Y,"Texas State Senate District 4, TX","texas,state,senate,district,4,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
c49b62ec-fc3c-49ec-a369-68b517f22a45,2026-05-02,TX,county,Travis County,"General election in Travis County, Texas",Travis County,,general,Y,"Travis County, TX","travis,county,texas,tx",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
19267510-d863-480f-b8eb-58183a1a9856,2026-05-05,IN,statewide,Statewide,Indiana statewide primary election,Indiana statewide primary election,,primary,Y,IN Statewide,"statewide,indiana,in",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
d47032ee-3d42-463b-a870-a6626a266100,2026-05-05,MI,state_legislative_district,Michigan State Senate District 35,Special general election for Michigan State Senate District 35,Michigan State Senate District 35,35,special_general,Y,"Michigan State Senate District 35, MI","michigan,state,senate,district,35,mi",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
af4ce29b-40e9-42e8-8656-5cf74e10264a,2026-05-05,OH,statewide,Statewide,Ohio statewide primary election,Ohio statewide primary election,,primary,Y,OH Statewide,"statewide,ohio,oh",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
82913f05-a997-416d-8d14-4bc55d9fdb8a,2026-05-05,OH,statewide,Statewide,Special primary election for U.S. Senate Ohio,Ohio,,special_primary,Y,OH Statewide,"statewide,ohio,oh",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
9241043c-87cc-420b-b6ec-87b85c27d40b,2026-05-05,TN,county,Clarksville-Montgomery County School System,Clarksville-Montgomery County School System primary,Clarksville-Montgomery County School System,,primary,Y,"Clarksville-Montgomery County School System, TN","clarksville,montgomery,county,school,system,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
06fa4ccc-ef0b-480e-8c1c-f2929f97c6b0,2026-05-05,TN,county,Hamilton County Schools,Hamilton County Schools primary,Hamilton County Schools,,primary,Y,"Hamilton County Schools, TN","hamilton,county,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
cabd671e-fe92-4c91-88b0-94a5fe25a297,2026-05-05,TN,county,Knox County Schools,Knox County Schools primary,Knox County Schools,,primary,Y,"Knox County Schools, TN","knox,county,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
e08e3aa6-a59e-4393-b3fc-bc90e4f48504,2026-05-05,TN,county,Memphis-Shelby County Schools,Memphis-Shelby County Schools primary,Memphis-Shelby County Schools,,primary,Y,"Memphis-Shelby County Schools, TN","memphis,shelby,county,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
6f503e2e-ba9f-4e7a-918c-ab42318db05f,2026-05-05,TN,school_district,Metropolitan Nashville Public Schools,Metropolitan Nashville Public Schools primary,Metropolitan Nashville Public Schools,,primary,Y,"Metropolitan Nashville Public Schools, TN","metropolitan,nashville,public,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
5dcf78e6-ac3f-4aea-87cb-5c5c298f2fd6,2026-05-05,TN,county,Nashville,Nashville consolidated city-county primary,Nashville,,primary,Y,"Nashville, TN","nashville,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
d6ce93ac-4f86-4f4c-8767-60d0753a2a5b,2026-05-05,TN,county,Rutherford County Schools,Rutherford County Schools primary,Rutherford County Schools,,primary,Y,"Rutherford County Schools, TN","rutherford,county,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
c041fb06-2dd7-4212-a89e-4faef9c8bbdf,2026-05-05,TN,county,Shelby County,Shelby County primary election,Shelby County,,primary,Y,"Shelby County, TN","shelby,county,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
1c2bb17f-4acf-4016-bc74-f86bd70352ac,2026-05-05,TN,county,Williamson County Schools,Williamson County Schools primary,Williamson County Schools,,primary,Y,"Williamson County Schools, TN","williamson,county,schools,tennessee,tn",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
63cdcb73-e3fa-49cc-9f5b-f6d3601f3b41,2026-05-12,NC,statewide,Statewide,North Carolina statewide primary runoff,North Carolina,,runoff,Y,NC Statewide,"statewide,north,carolina,nc",Ballotpedia Elections Calendar,https://ballotpedia.org/Elections_calendar,needs_official_verification,Source: Ballotpedia calendar — requires confirmation with official state source,,False
