cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
1852,First Security Bank and Trust Company,IA,FDIC,538199,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.1stsecurity.bank,"809 Clark St, Charles City, IA 50616"
3195,Fayetteville Bank,TX,FDIC,537367,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,,"107 W Fayette St, Fayetteville, TX 78940"
11482,Homestead Bank,NE,FDIC,537000,Intermediate Small Bank Evaluation,,,06/01/2024,role,CRA Officer,www.homestead.bank,"915 Meridian Ave, Cozad, NE 69130"
17262,Essex Bank,CT,FDIC,536624,Intermediate Small Bank Evaluation,,,07/01/2024,role,CRA Officer,www.essex.bank,"35 Plains Rd, Essex, CT 06426"
22282,First Nations Bank,IL,FDIC,536612,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,https://www.firstnations.bank,"7757 W Devon Ave, Chicago, IL 60631"
34108,Pan American Bank & Trust,IL,FDIC,536110,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,WWW.PANAMERBANK.COM,"1440 W North Ave, Melrose Park, IL 60160"
59188,Triad Business Bank,NC,FDIC,536046,Intermediate Small Bank Evaluation,,,01/01/2026,role,CRA Officer,www.triadbusinessbank.com,"1501 Highwoods Blvd, Greensboro, NC 27410"
12219,"First State Bank of St. Charles, Missouri",MO,FDIC,535197,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,www.fsbfinancial.com,"206 N 5th St, St. Charles, MO 63301"
11539,Enterprise Bank of South Carolina,SC,FDIC,535133,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,https://ebsc.bank,"13497 Broxton Bridge Rd, Ehrhardt, SC 29081"
27417,Shoreham Bank,RI,OCC,534750,Intermediate Small Bank,,,10/24/2022,role,CRA Officer,www.shoreham.bank,"1 Shoreham Way, Warwick, RI 02886"
35161,The Murray Bank,KY,OCC,534147,Intermediate Small Bank,,,06/02/2025,role,CRA Officer,www.themurraybank.com,"405 S 12th St, Murray, KY 42071"
1905,"Profinium, Inc.",MN,FED,533111,Int Small Bank,,,"Sep 22, 2025",role,CRA Officer,www.profinium.com,"414 N 5th Ave E, Truman, MN 56088"
5800,"American Bank, National Association",IA,OCC,533050,Intermediate Small Bank,,,07/07/2025,role,CRA Officer,www.am-bank.com,"234 5th Ave Sw, Le Mars, IA 51031"
27884,Huntington Federal Savings Bank,WV,OCC,532286,Intermediate Small Bank,,,02/10/2025,role,CRA Officer,www.huntingtonfederal.com,"1049 5th Ave, Huntington, WV 25701"
33999,The Simsbury Bank & Trust Company,CT,FDIC,531873,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2018,role,CRA Officer,,"981 Hopmeadow Street, Simsbury, CT 06070"
27697,Fifth District Savings Bank,LA,OCC,531766,Intermediate Small Bank,,,07/28/2025,role,CRA Officer,www.fifthdistrict.com,"4000 General Degaulle Dr, New Orleans, LA 70114"
1147,The Peoples Bank,KS,FED,531095,Int Small Bank,,,"Oct 22, 2018",role,CRA Officer,www.tpb.bank,"222 S Main St, Pratt, KS 67124"
33753,Citizens Community Bank,IL,FDIC,531041,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,http://www.citizenscommunitybank.com,"9 E Main St, Mascoutah, IL 62258"
363,"First Montana Bank, Inc.",MT,FED,530272,Int Small Bank,,,"Sep 11, 2023",role,CRA Officer,www.firstmontanabank.com,"201 N Higgins Ave, Missoula, MT 59802"
27503,The Berkshire Bank,NY,FDIC,529978,Intermediate Small Bank Evaluation,,,08/01/2026,role,CRA Officer,http://www.berkbank.com,"4 E 39th St, New York, NY 10016"
15443,Lake Elmo Bank,MN,FDIC,529749,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.lakeelmobank.com,"11465 39th St N, Lake Elmo, MN 55042"
14692,Peoples Bank,IA,FED,529640,Int Small Bank,,,"Oct 27, 2025",role,CRA Officer,www.mypeoples.bank,"12701 University Ave, Clive, IA 50325"
7910,Mars Bank,PA,FDIC,529562,Intermediate Small Bank Evaluation,,,02/01/2023,role,CRA Officer,,"145 Grand Ave, Mars, PA 16046"
26575,Coastal Heritage Bank,MA,FDIC,529424,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2018,role,CRA Officer,,"195 Washington Street, Weymouth, MA 02188"
17445,Community Bank,OR,FDIC,529173,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2022,role,CRA Officer,,"609 N Main St, Joseph, OR 97846"
35223,First Secure Community Bank,IL,FDIC,528760,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,http://www.1stsecurebank.com,"670 N Sugar Grove Pkwy, Sugar Grove, IL 60554"
29783,High Country Bank,CO,FED,528482,Int Small Bank,,,"Jul 10, 2023",role,CRA Officer,www.highcountrybank.net,"7360 W Us Highway 50, Salida, CO 81201"
34876,"Connecticut Community Bank, National Association",CT,OCC,526018,Intermediate Small Bank,,,09/23/2024,role,CRA Officer,www.ccbankonline.com,"605 West Ave, Norwalk, CT 06850"
33859,Catskill Hudson Bank,NY,FDIC,525725,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2022,role,CRA Officer,,"4445 State Route 42, Monticello, NY 12701"
30260,Cross County Savings Bank,NY,FDIC,525421,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.crosscounty.com,"7921 Metropolitan Ave, Middle Village, NY 11379"
11228,First Citizens State Bank,WI,FDIC,525244,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.firstcitizensww.com,"207 W Main St, Whitewater, WI 53190"
57301,"United Community Bank of West Kentucky, Inc.",KY,FDIC,524948,Intermediate Small Bank Evaluation,,,07/01/2026,role,CRA Officer,www.ucbwest.com,"500 N Morgan St, Morganfield, KY 42437"
58563,Select Bank,VA,FED,524446,Int Small Bank,,,"Apr 17, 2023",role,CRA Officer,myselectbank.com,"211 Gristmill Dr, Forest, VA 24551"
18361,Coulee Bank,WI,FDIC,524374,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.couleebank.net,"1516 Losey Blvd S, La Crosse, WI 54601"
12113,Germantown Trust & Savings Bank,IL,FDIC,523623,Intermediate Small Bank Evaluation,,,11/01/2023,role,CRA Officer,www.gtsb.com,"205 N Germantown Rd, Breese, IL 62230"
31485,Equitable Bank,NE,FED,523535,Int Small Bank,,,"Jun 06, 2022",role,CRA Officer,www.equitableonline.com,"113 N Locust St, Grand Island, NE 68801"
32441,"United Midwest Savings Bank, National Association",OH,OCC,523437,Intermediate Small Bank,,,08/11/2025,role,CRA Officer,www.umwsb.com,"101 S Main St, Degraff, OH 43318"
58533,Vinings Bank,GA,FDIC,523404,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2021,role,CRA Officer,,"4135 Atlanta Rd Se, Smyrna, GA 30080"
10011,Woodford State Bank,WI,FDIC,523354,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,www.woodfordstatebank.com,"403 W 8th St, Monroe, WI 53566"
26530,Denali State Bank,AK,FDIC,522646,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.denalistatebank.com,"119 N Cushman St, Fairbanks, AK 99701"
18400,Iowa Trust & Savings Bank,IA,FDIC,521983,Intermediate Small Bank Evaluation,,,04/01/2026,role,CRA Officer,www.iowatrustbank.com,"2101 10th St, Emmetsburg, IA 50536"
13216,The Savings Bank,OH,FDIC,520058,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.thesavingsbankohio.bank,"118 N Court St, Circleville, OH 43113"
15463,State Bank of De Kalb,TX,FDIC,519892,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.statebankofdekalb.com,"102 S Runnels St, De Kalb, TX 75559"
28151,West Town Bank & Trust,IL,FDIC,518401,Strategic Plan Evaluation,,,04/01/2022,role,CRA Officer,,"7820 W 26th St, North Riverside, IL 60546"
23086,"New OMNI Bank, National Association",CA,OCC,517936,Intermediate Small Bank,,,07/31/2023,role,CRA Officer,WWW.NEWOMNIBANK.COM,"10 S 1st St, Alhambra, CA 91801"
28812,Armor Bank,AR,FED,516927,Int Small Bank,,,"Oct 15, 2024",role,CRA Officer,www.armor.bank,"715 N Washington St, Forrest City, AR 72335"
1095,Central Savings Bank,MI,FED,516761,Int Small Bank,,,"Jan 29, 2024",role,CRA Officer,www.centralsavingsbank.com,"511 Bingham Ave, Sault Sainte Marie, MI 49783"
12331,State Bank of Chilton,WI,FDIC,516519,Intermediate Small Bank Evaluation,,,12/01/2024,role,CRA Officer,www.statebankofchilton.com,"26 E Main St, Chilton, WI 53014"
6863,Powell Valley National Bank,VA,OCC,516491,Intermediate Small Bank,,,08/25/2025,role,CRA Officer,www.powellvalleybank.com,"33785 Main Street, Jonesville, VA 24263"
24332,First Credit Bank,CA,FDIC,515839,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,,"9255 W Sunset Blvd, Los Angeles, CA 90069"
14974,First State Bank and Trust,KS,FDIC,514926,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.firststateks.com,"400 S Bury St, Tonganoxie, KS 66086"
20353,Gulf Coast Bank,LA,FDIC,513667,Intermediate Small Bank Evaluation,,,04/01/2025,role,CRA Officer,www.gcbank.com,"221 S State St, Abbeville, LA 70510"
58464,Capital Bank of New Jersey,NJ,FDIC,513515,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,12/01/2018,role,CRA Officer,,"175 South Main Road, Vineland, NJ 08360"
28105,"First Robinson Savings Bank, National Association",IL,OCC,512141,Intermediate Small Bank,,,11/13/2024,role,CRA Officer,www.frsb.net,"501 E Main St, Robinson, IL 62454"
10383,State Bank Financial,WI,FED,512060,Int Small Bank,Low Satisfactory,High Satisfactory,"Mar 11, 2024",role,CRA Officer,www.statebankfinancial.bank,"401 Main St, La Crosse, WI 54601"
15969,Rondout Savings Bank,NY,FDIC,512033,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.rondoutbank.com,"300 Broadway, Kingston, NY 12401"
12223,The Callaway Bank,MO,FED,511521,Int Small Bank,,,"Oct 06, 2025",role,CRA Officer,www.callawaybank.com,"5 E 5th St, Fulton, MO 65251"
15477,Citizens Bank of Americus,GA,FDIC,511051,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.cbkamericus.com,"119 N Lee St, Americus, GA 31709"
3400,"Texas Republic Bank, National Association",TX,OCC,510633,Intermediate Small Bank,,,08/11/2025,role,CRA Officer,www.texasrepublicbank.com,"2595 Preston Rd, Frisco, TX 75034"
9369,The Bank of Advance,MO,FED,509944,Int Small Bank,,High Satisfactory,"Jul 24, 2023",role,CRA Officer,www.bankofadvance.com,"105 E Gabriel St, Advance, MO 63730"
16332,First State Bank and Trust,IL,FDIC,509624,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,www.fsbcorp.com,"201 W Main St, Monticello, IL 61856"
29035,"Hancock County Savings Bank, F.S.B.",WV,OCC,508027,Intermediate Small Bank,,,10/02/2023,role,CRA Officer,www.hcsbank.com,"351 Carolina Ave, Chester, WV 26034"
58789,Grand River Bank,MI,FED,507301,Int Small Bank,,,"Jul 07, 2025",role,CRA Officer,www.grandriverbank.com,"4471 Wilson Ave Sw, Grandville, MI 49418"
58401,Mega Bank,CA,FDIC,506664,Intermediate Small Bank Evaluation,,,05/01/2025,role,CRA Officer,https://www.megabankusa.com,"245 W Valley Blvd, San Gabriel, CA 91776"
14113,The Peoples State Bank,IN,FDIC,506621,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,www.psbanywhere.com,"601 E Temperance St, Ellettsville, IN 47429"
14735,"First Community Bank of the Heartland, Inc.",KY,FED,505974,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.fcbheartland.com,"114 E Jackson St, Clinton, KY 42031"
58184,Merchants Commercial Bank,VI,FDIC,505964,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,http://www.merchantscommercial.bank,"4608 Tutu Park Mall, St Thomas, VI 00802"
3873,Eagle Bank and Trust Company,AR,FED,505674,Int Small Bank,,,"Sep 03, 2024",role,CRA Officer,www.eaglebank.com,"650 S Shackleford Rd, Little Rock, AR 72211"
59154,Piermont Bank,NY,FDIC,505063,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.piermontbank.com,"4 Bryant Park, New York, NY 10018"
9366,Peoples Bank,MS,FDIC,503471,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,yourpeoples.bank,"160 E Maud Ave, Mendenhall, MS 39114"
11113,Hamlin Bank and Trust Company,PA,FDIC,503390,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,01/01/2025,role,CRA Officer,www.hamlinbank.com,"333 W Main St, Smethport, PA 16749"
35533,First Electronic Bank,UT,FDIC,502862,Strategic Plan Evaluation,,,02/01/2024,role,CRA Officer,www.firstelectronic.com,"2150 S 1300 E, Salt Lake City, UT 84106"
10608,UNICO Bank,MO,FDIC,502638,Intermediate Small Bank Evaluation,,,04/01/2026,role,CRA Officer,www.unicobank.com,"625 Veterans Dr, Mineral Point, MO 63660"
28701,Ambler Savings Bank,PA,FDIC,502301,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,www.amblersav.com,"155 E Butler Ave, Ambler, PA 19002"
26601,Beverly Bank,MA,FDIC,502198,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,12/01/2018,role,CRA Officer,,"254 Cabot Street, Beverly, MA 01915"
4801,Southwest National Bank,KS,OCC,502120,Intermediate Small Bank,,,11/12/2024,role,CRA Officer,www.southwestnb.com,"400 E Douglas Ave, Wichita, KS 67202"
31361,"Colonial Savings, F.A.",TX,OCC,501794,Intermediate Small Bank,,,12/01/2025,role,CRA Officer,www.gocolonial.com,"2626c West Fwy, Fort Worth, TX 76102"
3339,The First National Bank of Mertzon,TX,OCC,500293,Intermediate Small Bank,,,10/21/2024,role,CRA Officer,www.fnbmertzon.com,"106 S Broadway St Ave, Mertzon, TX 76941"
10101,The Napoleon State Bank,IN,FDIC,499218,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2023,role,CRA Officer,www.napoleonstatebank.com,"8912 N Us Highway 421, Napoleon, IN 47034"
10111,Ohnward Bank & Trust,IA,FDIC,499085,Intermediate Small Bank Evaluation,,,05/01/2025,role,CRA Officer,www.ohnwardbank.bank,"332 1st Ave W, Cascade, IA 52033"
3840,The FNB Community Bank,IL,FED,498909,Int Small Bank,,,"Jul 24, 2023",role,CRA Officer,www.thefnb.com,"432 W Gallatin St, Vandalia, IL 62471"
11347,Grinnell State Bank,IA,FDIC,498585,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.grinnell.bank,"814 4th Ave, Grinnell, IA 50112"
26217,Bank of Commerce,KS,FED,497495,Int Small Bank,,Outstanding,"Apr 15, 2024",role,CRA Officer,www.boc-ks.com,"101 W Main St, Chanute, KS 66720"
7356,Champlain National Bank,NY,OCC,497060,Intermediate Small Bank,,,01/06/2026,role,CRA Officer,http://www.champlainbank.com,"7558 Us Route 9, Elizabethtown, NY 12932"
3614,Casey State Bank,IL,FDIC,496687,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,WWW.CASEYSTATEBANK.COM,"305 N Central Ave, Casey, IL 62420"
57686,"American Commerce Bank, National Association",GA,OCC,495670,Intermediate Small Bank,,,03/03/2025,role,CRA Officer,www.americancommercebank.com,"400 Us Highway 27 Byp, Bremen, GA 30110"
16442,Citizens Bank of Florida,FL,FDIC,495584,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2021,role,CRA Officer,,"156 Geneva Dr, Oviedo, FL 32765"
26703,"River City Bank, Inc.",KY,FDIC,494862,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,www.rivercitybankky.com,"500 S 6th St, Louisville, KY 40202"
25267,TruBank,IA,FDIC,494589,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,WWW.TRUBANK.BANK,"1401 N Jefferson Way, Indianola, IA 50125"
27269,Dean Co-operative Bank,MA,FDIC,494314,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,www.deanbank.com,"21 Main St, Franklin, MA 02038"
5015,Century Bank and Trust,MI,FDIC,493988,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.centurybankandtrust.com,"100 W Chicago St, Coldwater, MI 49036"
18237,Jewett City Savings Bank,CT,FDIC,493863,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.jcsbank.com,"111 Main St, Jewett City, CT 06351"
5835,The First State Bank,KS,FDIC,493174,Intermediate Small Bank Evaluation,,,04/01/2026,role,CRA Officer,www.thefsb.bank,"105 W Main St, Norton, KS 67654"
11491,The Citizens Bank of Clovis,NM,FDIC,493107,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.cbcnm.bank,"421 Pile St, Clovis, NM 88101"
15966,Fulton Savings Bank,NY,FDIC,492262,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,www.fultonsavings.com,"75 S 1st St, Fulton, NY 13069"
28780,Arundel Bank,MD,OCC,492082,Intermediate Small Bank,,,09/15/2025,role,CRA Officer,www.arundelbank.com,"655 Crain Hwy S, Glen Burnie, MD 21061"
15205,Bank3,TN,FDIC,491787,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.bank3.com,"5210 Poplar Ave, Memphis, TN 38119"
11741,Solutions Bank,IL,FDIC,491597,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,www.solutions.bank,"200 E Main St, Forreston, IL 61030"
31217,LifeStore Bank,NC,FED,491321,Int Small Bank,,,"Oct 14, 2025",role,CRA Officer,www.golifestore.com,"205 S Jefferson Ave, West Jefferson, NC 28694"
26799,EvaBank,AL,FDIC,490603,Intermediate Small Bank Evaluation,,,04/01/2026,role,CRA Officer,www.evabank.com,"4113 Eva Rd, Eva, AL 35621"
57626,1st State Bank,MI,FDIC,490075,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.1ststate.bank,"4800 Fashion Square Blvd, Saginaw, MI 48604"
16817,Citizens Bank,TX,FDIC,488811,Intermediate Small Bank Evaluation,,,09/01/2023,role,CRA Officer,http://WWW.CITIZENSBANKTX.COM,"301 E Main St, Kilgore, TX 75662"
10168,First Farmers & Merchants Bank,MN,FDIC,486424,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.ffmbank.com,"920 4th St S, Cannon Falls, MN 55009"
35333,Oak Bank,WI,FDIC,486337,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,HTTP://WWW.OAK.BANK,"5951 Mckee Rd, Fitchburg, WI 53719"
245,Raccoon Valley Bank,IA,FDIC,486033,Intermediate Small Bank Evaluation,,,03/01/2025,role,CRA Officer,WWW.RACCOONVALLEYBANK.COM,"1202 2nd St, Perry, IA 50220"
30315,First Federal Savings Bank of Lincolnton,NC,OCC,485771,Strategic Plan,,,05/30/2023,role,CRA Officer,www.ffsb-nc.com,"320 E Main St, Lincolnton, NC 28092"
9137,Osgood Bank,OH,FDIC,485771,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,www.osgoodbank.com,"275 W Main St, Osgood, OH 45351"
58049,"Eclipse Bank, Inc.",KY,FDIC,485690,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.eclipsebank.com,"13903 Promenade Green Way, Louisville, KY 40245"
27233,Peoples Independent Bank,AL,FDIC,485680,Intermediate Small Bank Evaluation,,,12/01/2024,role,CRA Officer,http://www.pibonline.com,"121 Billy B. Dyar Boulevard, Boaz, AL 35957"
28870,Wallkill Valley Federal Savings and Loan Association,NY,OCC,484967,Intermediate Small Bank,,,09/22/2025,role,CRA Officer,www.wallkill.com,"23 Wallkill Ave, Wallkill, NY 12589"
57359,American Eagle Bank,IL,FDIC,484737,Intermediate Small Bank Evaluation,,,11/01/2024,role,CRA Officer,www.americaneaglebank.com,"556 Randall Rd, South Elgin, IL 60177"
15334,Rolling Hills Bank & Trust,IA,FED,484409,Int Small Bank,,,"Feb 23, 2026",role,CRA Officer,www.rollinghillsbank.com,"1307 E 7th St, Atlantic, IA 50022"
59144,Ohio State Bank,OH,FDIC,483982,Intermediate Small Bank Evaluation,,,08/01/2026,role,CRA Officer,www.bankatosb.com,"2106 E Main St, Bexley, OH 43209"
12258,Southwest Capital Bank,NM,FDIC,482915,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,www.southwestcapital.com,"1410 Central Ave Sw, Albuquerque, NM 87104"
27664,"Sterling Federal Bank, F.S.B.",IL,OCC,481614,Intermediate Small Bank,,,04/29/2024,role,CRA Officer,www.sterlingfederal.com,"110 E 4th St, Sterling, IL 61081"
34955,"American Bank and Trust Company, National Association",IA,OCC,480853,Intermediate Small Bank,,,11/25/2024,role,CRA Officer,www.goambank.com,"4301 E 53rd St, Davenport, IA 52807"
1376,Citizens Bank & Trust Company,LA,FDIC,480828,Intermediate Small Bank Evaluation,,,11/01/2023,role,CRA Officer,www.citizensbankandtrust.com,"57910 Main St, Plaquemine, LA 70764"
15808,Iowa State Bank,IA,FDIC,480546,Intermediate Small Bank Evaluation,,,10/01/2024,role,CRA Officer,http://www.iowastatebanks.com,"627 E Locust St, Des Moines, IA 50309"
16127,FNB Community Bank,OK,FED,480189,Int Small Bank,,,"Sep 19, 2022",role,CRA Officer,www.fnbmwc.com,"2911 S Air Depot Blvd, Midwest City, OK 73110"
28747,Hoyne Savings Bank,IL,FDIC,479907,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,www.hoyne.bank,"4786 N Milwaukee Ave, Chicago, IL 60630"
90268,Seamen's Bank,MA,FDIC,478455,Intermediate Small Bank Evaluation,,,04/01/2025,role,CRA Officer,seamensbank.com,"221 Commercial St, Provincetown, MA 02657"
28454,Anchor Bank,WA,FDIC,478333,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2018,role,CRA Officer,,"120 North Broadway, Aberdeen, WA 98520"
16416,"FSNB, National Association",OK,OCC,478276,Intermediate Small Bank,,,05/19/2025,role,CRA Officer,www.fsnb.com,"1420 Sw Lee Blvd, Lawton, OK 73501"
25894,First National Bank,SD,OCC,477821,Intermediate Small Bank,,,07/07/2025,role,CRA Officer,www.firstnationalbanks.com,"141 E Main St, Oldham, SD 57051"
20040,Merchants and Manufacturers Bank,IL,FDIC,477598,Strategic Plan Evaluation,,,12/01/2022,role,CRA Officer,,"601 E Cass St, Joliet, IL 60432"
12266,Mechanics & Farmers Bank,NC,FDIC,475992,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,www.mfbonline.com,"116 W Parrish St, Durham, NC 27701"
16976,Community State Bank of Orbisonia,PA,FDIC,473456,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.communitystate.bank,"478 Ridgley St, Orbisonia, PA 17243"
26499,American National Bank of Minnesota,MN,OCC,473220,Intermediate Small Bank,,,02/18/2025,role,CRA Officer,www.anbmn.com,"7638 Woida Rd, Baxter, MN 56425"
5432,First Northeast Bank of Nebraska,NE,FED,472630,Int Small Bank,,,"Apr 20, 2026",role,CRA Officer,http://www.fnb-ne.com,"440 Main St, Lyons, NE 68038"
769,The Farmers Bank and Savings Company,OH,FDIC,471968,Intermediate Small Bank Evaluation,,,07/01/2024,role,CRA Officer,www.fbsc.com,"640 E Main St, Pomeroy, OH 45769"
5018,Citizens National Bank of Cheboygan,MI,OCC,470958,Intermediate Small Bank,,,07/21/2025,role,CRA Officer,www.cnbismybank.com,"303 N Main St, Cheboygan, MI 49721"
7646,The Neffs National Bank,PA,OCC,470812,Intermediate Small Bank,,,07/21/2025,role,CRA Officer,http://www.neffsnatl.com,"5629 Route 873, Neffs, PA 18065"
950,Iowa State Bank,IA,FDIC,470727,Intermediate Small Bank Evaluation,,,09/01/2023,role,CRA Officer,www.bankisb.com,"5 E Call St, Algona, IA 50511"
10956,Northview Bank,MN,FDIC,469656,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,http://www.northviewbank.com,"510 Main St, Sandstone, MN 55072"
8172,Lake-Osceola State Bank,MI,FDIC,469413,Intermediate Small Bank Evaluation,,,06/01/2024,role,CRA Officer,www.losb.com,"790 Michigan Ave, Baldwin, MI 49304"
14567,First National Bank in Olney,IL,OCC,469292,Intermediate Small Bank,,,02/11/2025,role,CRA Officer,http://www.fnbolney.com,"101 E Main St, Olney, IL 62450"
15669,MCBank,TX,FDIC,467170,Intermediate Small Bank Evaluation,,,07/01/2024,role,CRA Officer,www.mc.bank,"1017 Parker St, Goldthwaite, TX 76844"
3305,The First National Bank of Livingston,TX,OCC,467161,Intermediate Small Bank,,,04/03/2023,role,CRA Officer,www.fnblivingston.com,"2121 Us Highway 190 W, Livingston, TX 77351"
324,Citizens Bank,MS,FDIC,466261,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.citizensbk.com,"814 Main St, Columbia, MS 39429"
22081,Magnolia State Bank,MS,FDIC,465611,Intermediate Small Bank Evaluation,,,10/01/2022,role,CRA Officer,,"28 Highway 528, Bay Springs, MS 39422"
175,The Commercial Bank,GA,FDIC,463730,Intermediate Small Bank Evaluation,,,11/01/2024,role,CRA Officer,http://thecommercialbank.net,"102 N. Church Street, Crawford, GA 30630"
58556,Gold Coast Bank,IL,FDIC,463108,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.goldcoastbank.net,"1165 N Clark St, Chicago, IL 60610"
9831,Alden State Bank,NY,FED,463060,Int Small Bank,,,"Oct 31, 2022",role,CRA Officer,www.aldenstate.com,"13216 Broadway St, Alden, NY 14004"
39,Robertson Banking Company,AL,FDIC,462662,Intermediate Small Bank Evaluation,,,10/01/2025,role,CRA Officer,www.robertsonbanking.com,"216 N Walnut Ave, Demopolis, AL 36732"
18384,Northeast Security Bank,IA,FDIC,461927,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.bankNSB.com,"1150 W 1st St, Sumner, IA 50674"
17863,Sterling State Bank,MN,FDIC,461880,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.sterlingstatebank.com,"1419 1st Ave Sw, Austin, MN 55912"
14036,The Missouri Bank,MO,FED,461453,Int Small Bank,,,"Aug 18, 2025",role,CRA Officer,http://www.themissouribank.com,"104 North Highway 47, Warrenton, MO 63383"
13025,Farmers Savings Bank,WI,FDIC,461179,Intermediate Small Bank Evaluation,,,09/01/2024,role,CRA Officer,WWW.FARMERSSAVINGS.COM,"305 Doty St, Mineral Point, WI 53565"
58574,Regal Bank,NJ,FDIC,461071,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2022,role,CRA Officer,,"570 W Mount Pleasant Ave, Livingston, NJ 07039"
8094,NSB Bank,IA,FDIC,460803,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,www.nsbbank.com,"2650 4th St Sw, Mason City, IA 50401"
28836,United Savings Bank,PA,FDIC,460566,Intermediate Small Bank Evaluation,,,07/01/2026,role,CRA Officer,HTTPS://WWW.UNITEDSAVINGSBANK.COM,"1510 Packer Ave, Philadelphia, PA 19145"
17736,The Hometown Savings Bank,IN,FDIC,455656,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,http://www.thsb.com,"533 Ohio St, Terre Haute, IN 47807"
