cert,name,holding_co,regulator,state,assets_k,offices,investment,service,active,website,cra_page_try,hq,cra_email,main_phone,source_page,harvest_status
12517,Bank Five Nine,OCONOMOWOC BANCSHARES INC,FDIC,Wisconsin,1850194,19,Low Satisfactory,High Satisfactory,1,WWW.BANKFIVENINE.COM,https://WWW.BANKFIVENINE.COM/cra,"155 W Wisconsin Ave, Oconomowoc Wisconsin 53066",,(888) 569-9909,https://WWW.BANKFIVENINE.COM,HTTPError
5854,"South Central Bank,  Inc.",SOUTH CNTL BANCSHARES KY INC,FDIC,Kentucky,1845172,27,Low Satisfactory,Low Satisfactory,1,www.southcentralbank.com,https://southcentralbank.com/cra,"208 S Broadway St, Glasgow Kentucky 42141",,,,HTTPError
33188,Shinhan Bank America,SHINHAN FINANCIAL GROUP CO LTD,FDIC,New York,1841066,14,Low Satisfactory,Low Satisfactory,1,www.shbamerica.com,https://shbamerica.com/cra,"475 Park Ave S, New York New York 10016",,,,HTTPError
253,Luana Savings Bank,LUANA BCORP,FDIC,Iowa,2063244,6,Low Satisfactory,Low Satisfactory,1,http://www.luanasavingsbank.com,https://luanasavingsbank.com/cra,"100 Harvest Dr, Luana Iowa 52156",,(800) 666-2012,https://www.luanasavingsbank.com,HTTPError
18402,Blackhawk Bank & Trust,BLACKHAWK BCORP INC,FDIC,Illinois,1835223,19,Low Satisfactory,Low Satisfactory,1,www.choosethechief.com,https://choosethechief.com/cra,"301 4th St W, Milan Illinois 61264",,(309) 793-0926,https://www.choosethechief.com,HTTPError
8405,Farmers and Merchants Trust Company of Chambersburg,FRANKLIN FINL SERVICES CORP,FDIC,Pennsylvania,1827377,25,Low Satisfactory,High Satisfactory,1,fmtrust.bank,https://fmtrust.bank/cra,"20 S Main St, Chambersburg Pennsylvania 17201",,(717) 510-7333,https://fmtrust.bank,HTTPError
57777,Meridian Bank,MERIDIAN CORP,FDIC,Pennsylvania,1831464,7,Substantial Non Complianc,Substantial Non Complianc,1,www.meridianbanker.com,https://meridianbanker.com/cra,"220 W. Lancaster Avenue, Wayne Pennsylvania 19087",,(866) 327-9199,https://www.meridianbanker.com,HTTPError
9978,First State Bank of Uvalde,BRISCOE RANCH INC,FDIC,Texas,1823649,8,Outstanding,Low Satisfactory,1,www.fsbuvalde.bank,https://fsbuvalde.bank/cra,"200 E Nopal St, Uvalde Texas 78801",,,,HTTPError
30052,Blue Foundry Bank,BLUE FOUNDRY BCORP,FDIC,New Jersey,2022886,21,Low Satisfactory,High Satisfactory,1,bluefoundrybank.com,https://bluefoundrybank.com/cra,"19 Park Ave, Rutherford New Jersey 07070",,(800) 385-8664,https://bluefoundrybank.com/cra,ok
57228,Embassy Bank for the Lehigh Valley,EMBASSY BCORP INC,FDIC,Pennsylvania,1754946,10,Low Satisfactory,High Satisfactory,1,www.embassybank.com,https://embassybank.com/cra,"100 Gateway Dr, Bethlehem Pennsylvania 18017",,(610) 882-8800,https://www.embassybank.com,HTTPError
2240,First American Bank,FIRST ARTESIA BANCSHARES INC,FDIC,New Mexico,1779138,21,Outstanding,Low Satisfactory,1,www.firstamericanbanknm.com,https://firstamericanbanknm.com/cra,"303 W Main St, Artesia New Mexico 88210",,(800) 289-6140,https://www.firstamericanbanknm.com,HTTPError
26484,TruNorth Bank,HOMETOWN FINANCIAL GROUP MHC,FDIC,Massachusetts,1665529,30,Substantial Non Complianc,Substantial Non Complianc,1,www.trunorthbank.com,https://trunorthbank.com/cra,"248 Andover St, Peabody Massachusetts 01960",,(978) 573-1300,https://www.trunorthbank.com,HTTPError
15809,Security State Bank & Trust,SECURITY HOLDING CO,FDIC,Texas,1984577,22,Low Satisfactory,High Satisfactory,1,https://www.ssbtexas.com,https://ssbtexas.com/cra,"201 W Main St, Fredericksburg Texas 78624",,(800) 500-1044,https://www.ssbtexas.com,HTTPError
34047,First Community Bank,FIRST COMMUNITY CORP,FDIC,South Carolina,1735147,23,Low Satisfactory,Low Satisfactory,1,www.firstcommunitysc.com,https://firstcommunitysc.com/cra,"5455 Sunset Blvd, Lexington South Carolina 29072",,(800) 829-6372,https://www.firstcommunitysc.com,ok
18258,Thomaston Savings Bank,,FDIC,Connecticut,1583298,16,Low Satisfactory,High Satisfactory,1,www.thomastonsavingsbank.com,https://thomastonsavingsbank.com/cra,"203 Main St, Thomaston Connecticut 06787",,(855) 344-1874,https://www.thomastonsavingsbank.com,HTTPError
14207,Lincoln Savings Bank,LINCOLN BCORP,FDIC,Iowa,1883919,16,Low Satisfactory,Low Satisfactory,1,www.mylsb.com,https://mylsb.com/cra,"508 Main St, Reinbeck Iowa 50669",,(800) 588-7551,https://www.mylsb.com,HTTPError
21573,Bank of Tennessee,BANCTENN CORP,FDIC,Tennessee,1875869,25,Low Satisfactory,Low Satisfactory,1,www.bankoftennessee.com,https://bankoftennessee.com/cra,"301 E Center St, Kingsport Tennessee 37660",,(866) 378-9500,https://www.bankoftennessee.com,HTTPError
15990,Watertown Savings Bank,,FDIC,New York,925416,10,Low Satisfactory,Outstanding,1,www.watersavingsbank.com,https://watersavingsbank.com/cra,"111 Clinton St, Watertown New York 13601",,,,URLError
3440,First Northern Bank of Dixon,FIRST NORTHERN COMMUNITY BCORP,FDIC,California,1903284,21,Low Satisfactory,High Satisfactory,1,www.thatsmybank.com,https://thatsmybank.com/cra,"195 N 1st St, Dixon California 95620",,(877) 362-6000,https://www.thatsmybank.com,HTTPError
4433,First Citizens Bank,FIRST CITIZENS FINANCIAL CORP,FED,Iowa,1905697,7,Low Satisfactory,Low Satisfactory,1,www.myfcb.bank,https://myfcb.bank/cra,"2601 4th St Sw, Mason City Iowa 50401",,,,HTTPError
11113,Hamlin Bank and Trust Company,,FDIC,Pennsylvania,421614,10,Low Satisfactory,Low Satisfactory,1,www.hamlinbank.com,https://hamlinbank.com/cra,"333 W Main St, Smethport Pennsylvania 16749",,,,HTTPError
660,The Adirondack Trust Company,ADIRONDACK TR EMPLOYEE STK OWNERSHIP TR,FED,New York,1714346,13,Low Satisfactory,Low Satisfactory,1,adirondacktrust.com,https://adirondacktrust.com/cra,"473 Broadway, Saratoga Springs New York 12866",,(518) 584-5844,https://adirondacktrust.com,HTTPError
10619,Hawthorn Bank,HAWTHORN BANCSHARES INC,FDIC,Missouri,1825851,18,High Satisfactory,Low Satisfactory,1,WWW.HAWTHORNBANK.COM,https://WWW.HAWTHORNBANK.COM/cra,"132 E High St, Jefferson City Missouri 65101",,,,HTTPError
33758,Starion Bank,STARION BCORP,FDIC,North Dakota,1720130,16,Low Satisfactory,Low Satisfactory,1,WWW.STARIONBANK.COM,https://WWW.STARIONBANK.COM/cra,"333 N 4th St, Bismarck North Dakota 58501",,,,HTTPError
16604,Bank Independent,BANCINDEPENDENT INC,FED,Alabama,2814773,34,Low Satisfactory,,1,www.bibank.com,https://bibank.com/cra,"710 S Montgomery Ave, Sheffield Alabama 35660",,(256) 386-5000,https://www.bibank.com,HTTPError
22354,Commercial Bank,COMMERCIAL BANCGROUP INC,FED,Tennessee,2238247,40,Low Satisfactory,Low Satisfactory,1,www.cbtn.com,https://cbtn.com/cra,"6710 Cumberland Gap Pkwy, Harrogate Tennessee 37752",,(423) 869-5151,https://www.cbtn.com,HTTPError
34562,ENCORE BANK,ENCORE BANCSHARES INC,FED,Arkansas,3705306,19,Low Satisfactory,Low Satisfactory,1,www.bankencore.com,https://bankencore.com/cra,"1801 Rahling Rd, Little Rock Arkansas 72223",,(844) 394-2265,https://www.bankencore.com,HTTPError
15229,First Business Bank,FIRST BUS FINL SERVICES INC,FDIC,Wisconsin,4082035,5,Outstanding,Low Satisfactory,1,http://www.firstbusiness.bank,https://firstbusiness.bank/cra,"401 Charmany Dr, Madison Wisconsin 53719",,,,HTTPError
5956,Peoples Bank,PEOPLES BCORP OF NC INC,FDIC,North Carolina,1620439,16,Low Satisfactory,High Satisfactory,1,https://www.peoplesbanknc.com,https://peoplesbanknc.com/cra,"518 W C St, Newton North Carolina 28658",,,,HTTPError
1711,Wellworth Bank,CITIZENS BCORP INVESTMENT INC,FDIC,Tennessee,1659215,20,High Satisfactory,Low Satisfactory,1,www.wellworth.bank,https://wellworth.bank/cra,"400 Highway 52 Byp W, Lafayette Tennessee 37083",,(866) 666-2195,https://www.wellworth.bank,HTTPError
22334,One Community Bank,BOSSHARD FINANCIAL GROUP INC,FED,Wisconsin,2181049,20,Low Satisfactory,Needs to Improve,1,www.onecommunity.bank,https://onecommunity.bank/cra,"733 N Main St, Oregon Wisconsin 53575",,(608) 339-7722,https://www.onecommunity.bank,HTTPError
12614,Origin Bank,ORIGIN BCORP INC,FED,Louisiana,9882221,59,Low Satisfactory,Low Satisfactory,1,www.origin.bank,https://origin.bank/cra,"3921 Elm St, Choudrant Louisiana 71227",,,,HTTPError
1487,First Farmers and Merchants Bank,FIRST FARMERS&MERCHANTS CORP,FED,Tennessee,1763096,23,Low Satisfactory,Low Satisfactory,1,www.myfirstfarmers.com,https://myfirstfarmers.com/cra,"816 S Garden St, Columbia Tennessee 38401",,(800) 882-8378,https://www.myfirstfarmers.com,HTTPError
2711,"Traditional Bank, Inc.",TRADITIONAL BCORP INC,FDIC,Kentucky,2190086,19,Low Satisfactory,High Satisfactory,1,www.traditionalbank.com,https://traditionalbank.com/cra,"49 W Main St, Mount Sterling Kentucky 40353",,(800) 498-0414,https://www.traditionalbank.com,HTTPError
59093,International Bank of Commerce,INTERNATIONAL BANCSHARES CORP,FDIC,Oklahoma,1548823,41,Outstanding,Low Satisfactory,1,www.ibc.com,https://ibc.com/cra,"3817 N West Expy, Oklahoma City Oklahoma 73112",,(956) 722-7611,https://www.ibc.com,HTTPError
9204,Central Bank,CENTRAL BCORP,FDIC,Utah,2014180,13,Low Satisfactory,High Satisfactory,1,www.cbutah.com,https://cbutah.com/cra,"75 N University Ave, Provo Utah 84601",,(801) 375-1000,https://www.cbutah.com,ok
7404,First Keystone Community Bank,FIRST KEYSTONE CORP,FDIC,Pennsylvania,1308680,19,Low Satisfactory,Low Satisfactory,1,www.fkc.bank,https://fkc.bank/cra,"111 W Front St, Berwick Pennsylvania 18603",,(570) 752-3671,https://www.fkc.bank,HTTPError
6423,Amboy Bank,AMBOY BCORP,FED,New Jersey,2638667,23,Low Satisfactory,,1,www.amboybank.com,https://amboybank.com/cra,"3590 Us Highway 9, Old Bridge New Jersey 08857",,(877) 222-6269,https://www.amboybank.com,HTTPError
9507,The Bank of Marion,SOUTHWEST VA BANKSHARES INC,FED,Virginia,554162,17,Low Satisfactory,,1,www.bankofmarionva.com,https://bankofmarionva.com/cra,"102 W Main St, Marion Virginia 24354",,(800) 772-1807,https://www.bankofmarionva.com/cra,ok
15555,Central Bank,COMMERCIAL FINANCIAL CORP,FED,Iowa,2135960,23,Low Satisfactory,,1,www.mycentral.bank,https://mycentral.bank/cra,"600 Lake Ave, Storm Lake Iowa 50588",,(866) 732-2190,https://www.mycentral.bank,HTTPError
14521,Bank Iowa,BANK IOWA CORP,FED,Iowa,2117855,25,Low Satisfactory,Low Satisfactory,1,www.bankiowa.bank,https://bankiowa.bank/cra,"1225 Jordan Creek Pkwy, West Des Moines Iowa 50266",,(844) 226-5421,https://www.bankiowa.bank,HTTPError
57873,Commonwealth Business Bank,CBB BCORP INC,FED,California,1654826,13,Low Satisfactory,Low Satisfactory,1,www.cbb-bank.com,https://cbb-bank.com/cra,"3435 Wilshire Blvd, Los Angeles California 90010",,(213) 884-4200,https://www.cbb-bank.com,HTTPError
7542,Ameriserv Financial Bank,AMERISERV FINANCIAL INC,FED,Pennsylvania,1426921,17,Low Satisfactory,Low Satisfactory,1,AmeriServ.com,https://AmeriServ.com/cra,"216 Franklin St, Johnstown Pennsylvania 15901",,,,HTTPError
7714,QNB Bank,QNB CORP,FDIC,Pennsylvania,1873899,18,Low Satisfactory,High Satisfactory,1,www.qnbbank.com,https://qnbbank.com/cra,"15 N 3rd St, Quakertown Pennsylvania 18951",,,,HTTPError
19123,First Western Bank & Trust,WESTBRAND INC,FED,North Dakota,2208449,20,Low Satisfactory,Low Satisfactory,1,www.firstwestern.bank,https://firstwestern.bank/cra,"900 S Broadway, Minot North Dakota 58701",,(800) 688-2584,https://www.firstwestern.bank,HTTPError
1040,Midland States Bank,MIDLAND STATES BCORP INC,FED,Illinois,7782095,60,Low Satisfactory,Low Satisfactory,1,www.midlandsb.com,https://midlandsb.com/cra,"1201 Network Centre Dr, Effingham Illinois 62401",,(855) 696-4352,https://www.midlandsb.com,HTTPError
12944,Orange Bank & Trust Company,ORANGE COUNTY BCORP INC,FED,New York,2438041,16,Low Satisfactory,,1,www.orangebanktrust.com,https://orangebanktrust.com/cra,"212 Dolson Ave, Middletown New York 10940",,(845) 341-5000,https://www.orangebanktrust.com,HTTPError
23799,Texas First Bank,TEXAS IND BANCSHARES INC,FED,Texas,2179880,28,Low Satisfactory,,1,texasfirst.bank,https://texasfirst.bank/cra,"3232 Palmer Hwy, Texas City Texas 77590",,(888) 832-7257,https://texasfirst.bank,HTTPError
8870,BankFirst Financial Services,BANKFIRST CAPITAL CORP,FED,Mississippi,2666230,51,Low Satisfactory,,1,http://www.bankfirstfs.com,https://bankfirstfs.com/cra,"900 Main St, Columbus Mississippi 39701",,(877) 441-2784,https://www.bankfirstfs.com,HTTPError
34444,Customers Bank,CUSTOMERS BCORP INC,FDIC+FED,Pennsylvania,20879065,7,Low Satisfactory,Low Satisfactory,1,www.customersbank.com,https://customersbank.com/cra,"40 General Warren Blvd, Malvern Pennsylvania 19355",,,,HTTPError
90173,East Cambridge Savings Bank,1854 BCORP,FED,Massachusetts,1604208,12,Low Satisfactory,,1,www.ecsb.com,https://ecsb.com/cra,"292 Cambridge St, Cambridge Massachusetts 02141",,(866) 354-3272,https://www.ecsb.com,HTTPError
12633,The Central Trust Bank,CENTRAL BANCOMPANY INC,FED,Missouri,19551204,166,Low Satisfactory,,1,www.centralbank.net,https://centralbank.net/cra,"238 Madison St, Jefferson City Missouri 65101",,,,HTTPError
597,Chemung Canal Trust Company,CHEMUNG FINANCIAL CORP,FED,New York,2649923,30,Low Satisfactory,,1,WWW.CHEMUNGCANAL.COM,https://WWW.CHEMUNGCANAL.COM/cra,"1 Chemung Canal Plz, Elmira New York 14901",,(800) 836-3711,https://WWW.CHEMUNGCANAL.COM/cra,HTTPError
90188,Bankesb,HOMETOWN FINANCIAL GROUP MHC,FED,Massachusetts,1903686,11,Low Satisfactory,,1,http://www.bankesb.com,https://bankesb.com/cra,"36 Main St, Easthampton Massachusetts 01027",,(978) 573-1300,https://www.bankesb.com,HTTPError
13102,Lake City Bank,LAKELAND FINANCIAL CORP,FED,Indiana,6412535,58,Low Satisfactory,,1,www.lakecitybank.com,https://lakecitybank.com/cra,"202 E Center St, Warsaw Indiana 46580",CRA@lakecitybank.com,(888) 522-2265,https://www.lakecitybank.com/cra,ok
34967,Popular Bank,POPULAR INC,FED,New York,11104847,36,Low Satisfactory,,1,www.popularbank.com,https://popularbank.com/cra,"85 Broad St, New York New York 10004",,,,HTTPError
27210,InterBank,OLNEY BANCSHARES OF TEXAS INC,FED,Oklahoma,4193164,47,Low Satisfactory,,1,www.interbank.com,https://interbank.com/cra,"4921 N May Ave, Oklahoma City Oklahoma 73112",,(877) 949-7200,https://www.interbank.com,HTTPError
57968,Primis Bank,PRIMIS FINANCIAL CORP,FED,Virginia,3831355,28,Low Satisfactory,Low Satisfactory,1,www.primisbank.com,https://primisbank.com/cra,"1665 Tappahannock Blvd, Tappahannock Virginia 22560",,(833) 477-4647,https://www.primisbank.com,ok
1014,ChoiceOne Bank,CHOICEONE FINL SERVICES INC,FED,Michigan,2724240,50,Low Satisfactory,Low Satisfactory,1,WWW.CHOICEONE.BANK,https://WWW.CHOICEONE.BANK/cra,"109 E Division St, Sparta Michigan 49345",,,,ok
20488,Five Points Bank,HOMETOWN BANC CORP,FED,Nebraska,2008090,16,Low Satisfactory,,1,www.5pointsbank.com,https://5pointsbank.com/cra,"2015 N Broadwell Ave, Grand Island Nebraska 68803",,(800) 576-4687,https://www.5pointsbank.com,HTTPError
24563,Texas Community Bank,VISION BANCSHARES INC,FED,Texas,2104571,11,Low Satisfactory,Needs to Improve,1,www.tx-communitybank.com,https://tx-communitybank.com/cra,"6721 Mcpherson Rd, Laredo Texas 78041",,,,HTTPError
25858,Equity Bank,EQUITY BANCSHARES INC,FED,Kansas,3862184,83,Low Satisfactory,Low Satisfactory,1,www.equitybank.com,https://equitybank.com/cra,"345 N Andover Rd, Andover Kansas 67002",,(888) 733-5041,https://www.equitybank.com,HTTPError
26906,Texas Regional Bank,TEXAS STATE BANKSHARES INC,FED,Texas,2660302,37,Low Satisfactory,,1,www.trb.bank,https://trb.bank/cra,"6770 West Interstate 2, Harlingen Texas 78552",,(956) 516-3932,https://www.trb.bank,HTTPError
713,Orrstown Bank,ORRSTOWN FINL SERVICES INC,FED,Pennsylvania,2780990,43,Low Satisfactory,Low Satisfactory,1,www.orrstown.com,https://orrstown.com/cra,"4750 Lindle Rd, Harrisburg Pennsylvania 17111",,(888) 677-7869,https://www.orrstown.com,HTTPError
23473,First Fidelity Bank,FIRST FIDELITY BCORP INC,FED,Oklahoma,2894984,27,Low Satisfactory,Low Satisfactory,1,FFB.com,https://FFB.com/cra,"5100 N Classen Blvd, Oklahoma City Oklahoma 73118",,,,HTTPError
58716,Third Coast Bank,THIRD COAST BANCSHARES INC,FED,Texas,4650798,23,Low Satisfactory,Low Satisfactory,1,www.thirdcoast.bank,https://thirdcoast.bank/cra,"20202 Highway 59 N, Humble Texas 77338",,,,HTTPError
58463,SmartBank,SMARTFINANCIAL INC,FED,Tennessee,4606198,43,Low Satisfactory,Low Satisfactory,1,http://www.smartbank.com,https://smartbank.com/cra,"2430 Teaster Ln, Pigeon Forge Tennessee 37863",,,,HTTPError
22918,The First Bank and Trust Company,FIRST BCORP INC,FED,Virginia,3087425,35,Low Satisfactory,Low Satisfactory,1,www.firstbank.com,https://firstbank.com/cra,"359 W Main St, Lebanon Virginia 24266",,(866) 428-5998,https://www.firstbank.com/cra,ok
34422,American Bank,AMERICAN BANK INC,FED,Pennsylvania,636580,1,Low Satisfactory,Low Satisfactory,1,www.ambk.com,https://ambk.com/cra,"4029 W Tilghman St, Allentown Pennsylvania 18104",,(888) 366-6622,https://www.ambk.com,HTTPError
1291,Farmers Bank & Trust Company,MAGNOLIA BANKING CORP,FED,Arkansas,1621234,38,Low Satisfactory,Low Satisfactory,1,www.myfarmers.bank,https://myfarmers.bank/cra,"200 E Main St, Magnolia Arkansas 71753",,(855) 855-3268,https://www.myfarmers.bank,HTTPError
15511,First State Bank,RED RIVER BCORP INC,FED,Texas,1657003,14,Needs to Improve,,1,http://www.firststate.bank,https://firststate.bank/cra,"801 E California St, Gainesville Texas 76240",,(940) 665-1711,https://www.firststate.bank,HTTPError
58696,FVCbank,FVCBANKCORP INC,FED,Virginia,2338667,8,Needs to Improve,,1,www.fvcbank.com,https://fvcbank.com/cra,"11325 Random Hills Rd, Fairfax Virginia 22030",,(703) 436-3800,https://www.fvcbank.com,HTTPError
7593,First Citizens Community Bank,CITIZENS FINL SERVICES INC,FED,Pennsylvania,2208830,44,Low Satisfactory,,1,www.firstcitizensbank.com,https://firstcitizensbank.com/cra,"15 S Main St, Mansfield Pennsylvania 16933",,(800) 326-9486,https://www.firstcitizensbank.com,HTTPError
18129,BankNewport,OCEANPOINT FINL PARTNERS MHC,FED,Rhode Island,2301356,20,Low Satisfactory,,1,www.banknewport.com,https://banknewport.com/cra,"184 John Clarke Rd, Middletown Rhode Island 02842",,(401) 845-2265,https://www.banknewport.com,HTTPError
12368,Regions Bank,REGIONS FINANCIAL CORP,FED,Alabama,151314000,1259,,Low Satisfactory,1,http://www.regions.com,https://regions.com/cra,"1900 5th Ave N, Birmingham Alabama 35203",,(800) 472-2265,https://www.regions.com,HTTPError
5496,Cornerstone Bank,FIRST YORK BAN CORP,FED,Nebraska,2687176,50,,Low Satisfactory,1,www.cornerstoneconnect.com,https://cornerstoneconnect.com/cra,"529 N Lincoln Ave, York Nebraska 68467",,(793) 982-1793,https://www.cornerstoneconnect.com,HTTPError
6085,First PREMIER Bank,UNITED NATIONAL CORP,FED,South Dakota,3503723,13,Low Satisfactory,,1,www.firstpremier.com,https://firstpremier.com/cra,"500 S Minnesota Ave, Sioux Falls South Dakota 57104",,(800) 501-6535,https://www.firstpremier.com,HTTPError
1058,Midwest BankCentre,STUPP BROS INC,FED,Missouri,2374880,18,Low Satisfactory,,1,www.midwestbankcentre.com,https://midwestbankcentre.com/cra,"2191 Lemay Ferry Rd, Lemay Missouri 63125",,,,HTTPError
11241,Centennial Bank,HOME BANCSHARES INC,FED,Arkansas,22808174,243,,Low Satisfactory,1,http://www.my100bank.com,https://my100bank.com/cra,"620 Chestnut St, Conway Arkansas 72032",,(888) 372-9788,https://www.my100bank.com,HTTPError
13012,First Community Bank,FIRST COMMUNITY BANKSHARES INC,FED,Virginia,3213604,67,,Low Satisfactory,1,www.firstcommunitybank.com,https://firstcommunitybank.com/cra,"29 College Dr, Bluefield Virginia 24605",,(800) 971-4671,https://www.firstcommunitybank.com,HTTPError
18012,Bank of New Hampshire,BNH FINANCIAL,FED,New Hampshire,2583718,21,Low Satisfactory,,1,www.BNH.bank,https://BNH.bank/cra,"62 Pleasant St, Laconia New Hampshire 03246",,(800) 832-0912,https://www.BNH.bank,HTTPError
8136,Independence Bank of Kentucky,INDEPENDENCE BANCSHARES INC,FED,Kentucky,3062572,26,,Low Satisfactory,1,www.1776bank.com,https://1776bank.com/cra,"2425 Frederica St, Owensboro Kentucky 42301",,,,HTTPError
17798,Beacon Bank and Trust,BEACON FINANCIAL CORP,FED,Massachusetts,4966140,151,Low Satisfactory,Low Satisfactory,1,www.beaconbank.com,https://beaconbank.com/cra,"131 Clarendon St, Boston Massachusetts 02116",,,,HTTPError
11035,Peapack Private Bank & Trust,PEAPACK-GLADSTONE FINL CORP,FED,New Jersey,5892261,19,,Low Satisfactory,1,www.peapackprivate.com,https://peapackprivate.com/cra,"500 Hills Drive Suite 300, Bedminster New Jersey 07921",,(908) 234-0700,https://www.peapackprivate.com,HTTPError
90303,South Shore Bank,CHARLESBRIDGE MHC,FED,Massachusetts,1482441,13,Low Satisfactory,,1,www.southshorebank.com,https://southshorebank.com/cra,"1530 Main St, South Weymouth Massachusetts 02190",,(781) 682-3715,https://www.southshorebank.com,HTTPError
59052,NBH Bank,NATIONAL BANK HOLDINGS CORP,FED,Colorado,6948775,97,,Low Satisfactory,1,www.nbhbank.com,https://nbhbank.com/cra,"7800 E Orchard Rd, Greenwood Village Colorado 80111",,,,HTTPError
17491,PlainsCapital Bank,DIAMOND HTH STOCK CO GP LLC,FED,Texas,13674043,57,,Low Satisfactory,1,www.plainscapital.com,https://plainscapital.com/cra,"6565 Hillcrest Ave, University Park Texas 75205",,(866) 762-8392,https://www.plainscapital.com,HTTPError
16216,The Farmers & Merchants Bank,FARMERS&MERCHANTS BANKSHARES,FED,Arkansas,1852126,21,Low Satisfactory,,1,www.gofm.bank,https://gofm.bank/cra,"708 S Main St, Stuttgart Arkansas 72160",,(877) 889-0100,https://www.gofm.bank,HTTPError
3890,Simmons Bank,SIMMONS FIRST NATIONAL CORP,FED,Arkansas,26749112,229,,Low Satisfactory,1,www.simmonsbank.com,https://simmonsbank.com/cra,"501 S Main St, Pine Bluff Arkansas 71601",,(866) 246-2400,https://www.simmonsbank.com,HTTPError
7759,Univest  Bank and Trust Co.,UNIVEST FINANCIAL CORP,FED,Pennsylvania,6892885,51,,Low Satisfactory,1,http://www.univest.net,https://univest.net/cra,"790 Route 113, Souderton Pennsylvania 18964",,,,HTTPError
12982,Civista Bank,CIVISTA BANCSHARES INC,FED,Ohio,3006039,42,,Low Satisfactory,1,www.civista.bank,https://civista.bank/cra,"100 E Water St, Sandusky Ohio 44870",,,,HTTPError
15399,RCB Bank,RCB HOLDING CO INC,FED,Oklahoma,3899432,62,Low Satisfactory,Low Satisfactory,1,www.rcbbank.bank,https://rcbbank.bank/cra,"300 W Patti Page Blvd, Claremore Oklahoma 74017",,(855) 226-5722,https://www.rcbbank.bank,HTTPError
12839,First Farmers Bank & Trust Co.,FIRST FARMERS FINANCIAL CORP,FED,Indiana,2298100,37,Low Satisfactory,,1,www.ffbt.com,https://ffbt.com/cra,"123 N Jefferson St, Converse Indiana 46919",,(800) 371-3316,https://www.ffbt.com,HTTPError
12229,First Bank,FB CORP,FED,Missouri,6554829,76,,Low Satisfactory,1,WWW.FIRST.BANK,https://WWW.FIRST.BANK/cra,"11901 Olive Boulevard, St. Louis Missouri 63141",,(800) 760-2265,https://WWW.FIRST.BANK/cra,ok
27677,HomeTrust Bank,HOMETRUST BANCSHARES INC,FED,North Carolina,3409271,33,Low Satisfactory,Low Satisfactory,1,www.htb.com,https://htb.com/cra,"10 Woodfin St, Asheville North Carolina 28801",,(800) 627-1632,https://www.htb.com,HTTPError
26483,Needham Bank,NB BCORP INC,FED,Massachusetts,2345536,21,,Low Satisfactory,1,www.needhambank.com,https://needhambank.com/cra,"1063 Great Plain Ave, Needham Massachusetts 02492",,,,HTTPError
18013,Mascoma Bank,MASCOMA MUTUAL FINL SERVICES,FED,New Hampshire,2886966,26,,Low Satisfactory,1,www.mascoma.bank,https://mascoma.bank/cra,"67 N Park St, Lebanon New Hampshire 03766",,(603) 448-3650,https://www.mascoma.bank,HTTPError
