STATE,STATEFIPS,COUNTY,COUNTYFIPS,YM,YEAR,MONTH,HOUSEHOLDS,INDIVIDUALS,ISSUANCE,APPS_RECEIVED,APPS_APPROVED,APPS_DENIED,APPS_DENIED_NEEDBASED,APPS_DENIED_PROCEDURAL
California,6,glenn,21,2017m4,2017,4,1498,3450,428910,106,57,53, , 
California,6,glenn,21,2017m5,2017,5,1485,3413,415569,111,56,41,11,26
California,6,glenn,21,2017m6,2017,6,1494,3416,414813,150,94,63,19,37
California,6,glenn,21,2017m7,2017,7,1461,3351,406129,115,59,49,18,27
California,6,glenn,21,2017m8,2017,8,1499,3447,414660,126,88,45, , 
California,6,glenn,21,2017m9,2017,9,1480,3419,413329,109,57,46,14,22
California,6,glenn,21,2017m10,2017,10,1481,3398,403793,106,70,41,14,20
California,6,glenn,21,2017m11,2017,11,1467,3385,395848,104,57,32,13,17
California,6,glenn,21,2017m12,2017,12,1467,2378,402426,108,68,35, , 
California,6,glenn,21,2018m1,2018,1,1486,3418,410198,127,79,52,12,37
California,6,glenn,21,2018m2,2018,2,1481,3405,401807,110,69,46, , 
California,6,glenn,21,2018m3,2018,3,1477,3369,409005,109,63,51,11,32
California,6,glenn,21,2018m4,2018,4,1481,3380,410084,122,75,45,16,20
California,6,glenn,21,2018m5,2018,5,1504,3372,413069,116,76,38, , 
California,6,glenn,21,2018m6,2018,6,1489,3332,403520,112,67,46, , 
California,6,glenn,21,2018m7,2018,7,1506,3335,406571,158,77,80,13,55
California,6,glenn,21,2018m8,2018,8,1518,3335,406139,162,82,71,19,39
California,6,glenn,21,2018m9,2018,9,1493,3253,398914,117,60,68,14,42
California,6,glenn,21,2018m10,2018,10,1471,3192,394744,142,64,65,16,42
California,6,glenn,21,2018m11,2018,11,1456,3176,391078,129,58,67,20,37
California,6,glenn,21,2018m12,2018,12,1462,3199,398753,106,61,52,15,31
California,6,glenn,21,2019m1,2019,1,1470,3183,714876,158,82,64, , 
California,6,glenn,21,2019m2,2019,2,265,644,75917,110,66,50, , 
California,6,glenn,21,2019m3,2019,3,1449,3124,391315,113,56,56,14,36
California,6,glenn,21,2019m4,2019,4,1434,3073,375234,133,71,59,13,41
California,6,glenn,21,2019m5,2019,5,1431,3062,374736,198,70,69,22,47
California,6,glenn,21,2019m6,2019,6,1547,3186,384907,247,140,127,33,87
California,6,glenn,21,2019m7,2019,7,1601,3279,386743,186,110,91,20,68
California,6,glenn,21,2019m8,2019,8,1606,3284,394196,165,107,76,11,57
California,6,glenn,21,2019m9,2019,9,1653,3358,389596,138,82,87,52,35
California,6,glenn,21,2019m10,2019,10,1641,3285,385549,127,65,60,14,37
California,6,glenn,21,2019m11,2019,11,1640,3274,382815,116,80,46, , 
California,6,glenn,21,2019m12,2019,12,1625,3262,374616,105,66,33, , 
California,6,glenn,21,2020m1,2020,1,1631,3306,384307,172,105,62,17,42
California,6,glenn,21,2020m2,2020,2,1617,3274,379347,115,70,42, , 
California,6,glenn,21,2020m3,2020,3,1671,3386,394129,125,85,48, , 
California,6,glenn,21,2020m4,2020,4,1747,3536,615217,170,102,43,14,18
California,6,glenn,21,2020m5,2020,5,1802,3633,640601,98,55,54,14,27
California,6,glenn,21,2020m6,2020,6,1811,3600,641481,119,49,63,12,37
California,6,glenn,21,2020m7,2020,7,1735,3428,596390,103,50,66,12,40
California,6,glenn,21,2020m8,2020,8,1736,3429,590978,114,48,41, , 
California,6,glenn,21,2020m9,2020,9,1685,3343,586724,96,60,53,13,40
California,6,glenn,21,2020m10,2020,10,1604,3229,609885,107,57,52,11,36
California,6,glenn,21,2020m11,2020,11,1576,3148,581497,129,63,50,14,20
California,6,glenn,21,2020m12,2020,12,1551,3066,567026,134,74,54, , 
California,6,glenn,21,2021m1,2021,1,1568,3107,580179,145,77,81,18,52
California,6,glenn,21,2021m2,2021,2,1562,3072,740556,143,77,52,14,29
California,6,glenn,21,2021m3,2021,3,1611,3184,675301,151,96,62,11,39
California,6,glenn,21,2021m4,2021,4,1630,3231,688655,119,61,61, , 
California,6,glenn,21,2021m5,2021,5,1641,3249,749553,118,72,46,11,29
California,6,glenn,21,2021m6,2021,6,1647,3292,754628,156,69,67, , 
California,6,glenn,21,2021m7,2021,7,1667,3338,773753,136,80,84,13,57
California,6,glenn,21,2021m8,2021,8,1679,3366,763935,136,69,57,13,38
California,6,glenn,21,2021m9,2021,9,1719,3450,797261,137,90,47, , 
California,6,glenn,21,2021m10,2021,10,1738,3487,870704,168,85,72,14,42
California,6,glenn,21,2021m11,2021,11,1775,3533,879310,141,95,62,11,40
California,6,glenn,21,2021m12,2021,12,1807,3556,892486,141,95,62,11,40
California,6,glenn,21,2022m1,2022,1,1823,3613,900152,179,93,58,16,32
California,6,glenn,21,2022m2,2022,2,1904,3707,923723, , , , , 
California,6,glenn,21,2022m3,2022,3,1927,3760,934220,158,87,71,12,42
California,6,glenn,21,2022m4,2022,4,1945,3776,938540,150,77,64,16,39
California,6,glenn,21,2022m5,2022,5,1981,3842,951554,125,87,49, , 
California,6,glenn,21,2022m6,2022,6,2018,3912,973035,127,79,53,17,32
California,6,glenn,21,2022m7,2022,7,2018,3912,973035,181,98,59,13,37
California,6,glenn,21,2022m8,2022,8,2067,4024,983877,189,116,82,17,42
California,6,glenn,21,2022m9,2022,9,2076,5029,992098,174,87,76,19,44
California,6,glenn,21,2022m10,2022,10,2098,4110,1118369,136,68,80,15,51
California,6,glenn,21,2022m11,2022,11,2128,4132,1135475,166,78,83,56,16
California,6,glenn,21,2022m12,2022,12,2142,4200,1160653,147,88,69,12,34
California,6,glenn,21,2023m1,2023,1,2173,4249,1145195,189,103,73,13,38
California,6,glenn,21,2023m2,2023,2,2198,4289,1174054,157,88,75,14,37
California,6,glenn,21,2023m3,2023,3,2210,4274,1184643,167,85,81, , 
California,6,glenn,21,2023m4,2023,4,2241,4299,692116,131,94,51, , 
California,6,glenn,21,2023m5,2023,5,2241,4299,692116,143,79,61,15,29
California,6,glenn,21,2023m6,2023,6,2245,4316,683429,135,66,70,17,37
California,6,glenn,21,2023m7,2023,7,2221,4262,669848,149,64,64,21,33
California,6,glenn,21,2023m8,2023,8,2248,4266,684322,167,92,74,21,34
California,6,glenn,21,2023m9,2023,9,2265,4292,691463,176,103,82,27,37
California,6,glenn,21,2023m10,2023,10,2254,4253,737587,137,73,68,19,36
California,6,glenn,21,2023m11,2023,11,2273,4288,737559,157,69,72,15,36
California,6,glenn,21,2023m12,2023,12,2307,4329,743352,165,89,71,14,41
California,6,glenn,21,2024m1,2024,1,2314,4319,738186,195,99,70,17,31
California,6,glenn,21,2024m2,2024,2,2346,4405,748113,175,100,83,20,40
California,6,humboldt,23,2016m7,2016,7,12449,21139,2933240,1001,511,452,153,262
California,6,humboldt,23,2016m8,2016,8,12498,21226,2947364,1323,633,534,156,335
California,6,humboldt,23,2016m9,2016,9,12424,21097,2930223,1393,701,575,161,356
California,6,humboldt,23,2016m10,2016,10,12458,21040,2972400,1222,726,638,215,378
California,6,humboldt,23,2016m11,2016,11,12432,20898,2924298,1108,603,501,144,321
California,6,humboldt,23,2016m12,2016,12,12463,20904,2945905,990,627,413,130,253
California,6,humboldt,23,2017m1,2017,1,12431,20868,2914730,1317,646,529,151,337
California,6,humboldt,23,2017m2,2017,2,12247,20671,2891849,949,597,490,183,271
California,6,humboldt,23,2017m3,2017,3,12281,20694,2899882,1062,602,492,133,322
California,6,humboldt,23,2017m4,2017,4,12161,20518,2866075,1016,559,436,135,272
California,6,humboldt,23,2017m5,2017,5,12174,20526,2877579,1004,583,457,164,262
California,6,humboldt,23,2017m6,2017,6,12148,20515,2847420,1020,560,441,132,270
California,6,humboldt,23,2017m7,2017,7,12005,20316,2816036,1134,566,454,131,299
California,6,humboldt,23,2017m8,2017,8,11984,20342,2813477,1496,646,632,212,373
California,6,humboldt,23,2017m9,2017,9,11954,20255,2794789,1409,639,677,161,464
California,6,humboldt,23,2017m10,2017,10,11945,20111,2766550,1325,644,675,134,490
California,6,humboldt,23,2017m11,2017,11,11971,20049,2762588,1117,637,642,142,453
California,6,humboldt,23,2017m12,2017,12,12003,20029,2747885,1000,587,555,112,406
California,6,humboldt,23,2018m1,2018,1,12020,20065,2769064,1425,664,589,103,437
California,6,humboldt,23,2018m2,2018,2,11795,19736,2700938,1097,512,514,82,392
California,6,humboldt,23,2018m3,2018,3,11952,19926,2743501,1146,668,596,101,446
California,6,humboldt,23,2018m4,2018,4,11907,19749,2726734,1217,616,586,91,458
California,6,humboldt,23,2018m5,2018,5,11888,19701,2711435,1238,588,577,102,443
California,6,humboldt,23,2018m6,2018,6,11976,19771,2724888,1100,582,598,98,470
California,6,humboldt,23,2018m7,2018,7,11816,19498,2678437,1181,551,549,94,418
California,6,humboldt,23,2018m8,2018,8,11766,19428,2665470,1458,684,689,119,529
California,6,humboldt,23,2018m9,2018,9,11756,19446,2659856,1264,616,672,112,531
California,6,humboldt,23,2018m10,2018,10,11930,19666,2722214,1389,748,670,103,538
California,6,humboldt,23,2018m11,2018,11,11975,19730,2735325,1100,586,559,97,440
California,6,humboldt,23,2018m12,2018,12,11969,19635,2718402,966,507,473,94,372
California,6,humboldt,23,2019m1,2019,1,12108,19785,4982047,1328,606,571,102,438
California,6,humboldt,23,2019m2,2019,2,1982,3455,426193,1017,551,516,117,381
California,6,humboldt,23,2019m3,2019,3,11918,19498,2701781,1181,612,598,123,457
California,6,humboldt,23,2019m4,2019,4,11880,19436,2659421,1214,588,634,156,456
California,6,humboldt,23,2019m5,2019,5,11958,19068,2668259,2441,599,1154,672,463
California,6,humboldt,23,2019m6,2019,6,13335,20955,2746962,1825,867,1161,615,512
California,6,humboldt,23,2019m7,2019,7,13612,21366,2766637,1493,824,808,145,631
California,6,humboldt,23,2019m8,2019,8,13764,21649,2771099,1535,736,783,149,592
California,6,humboldt,23,2019m9,2019,9,13728,21510,2708625,1328,659,687,113,544
California,6,humboldt,23,2019m10,2019,10,13820,21571,2714108,1266,633,725,116,585
California,6,humboldt,23,2019m11,2019,11,13645,21339,2704357,1165,611,554,84,449
California,6,humboldt,23,2019m12,2019,12,13800,21538,2721322,1161,646,614,89,491
California,6,humboldt,23,2020m1,2020,1,13851,21616,2710912,1449,714,540,80,430
California,6,humboldt,23,2020m2,2020,2,13695,21358,2696997,1028,556,521,90,412
California,6,humboldt,23,2020m3,2020,3,13816,21513,2758237,1438,630,541,103,421
California,6,humboldt,23,2020m4,2020,4,15284,23835,3030770,1871,1337,630,230,362
California,6,humboldt,23,2020m5,2020,5,15855,24671,3147998,959,640,523,202,276
California,6,humboldt,23,2020m6,2020,6,15735,24335,3125325,865,396,507,169,304
California,6,humboldt,23,2020m7,2020,7,15001,23175,2936373,925,387,521,184,317
California,6,humboldt,23,2020m8,2020,8,14820,23055,2840638,1096,476,466,123,316
California,6,humboldt,23,2020m9,2020,9,14512,22690,2756079,1000,456,524,113,391
California,6,humboldt,23,2020m10,2020,10,13831,21659,2796515,1052,490,488,109,360
California,6,humboldt,23,2020m11,2020,11,13455,21132,2669125,1148,540,441,96,327
California,6,humboldt,23,2020m12,2020,12,13377,21028,2625302,1439,756,691,106,547
California,6,humboldt,23,2021m1,2021,1,13400,21026,2596611,1291,651,627,113,481
California,6,humboldt,23,2021m2,2021,2,13474,21160,3696053,1186,629,577,90,459
California,6,humboldt,23,2021m3,2021,3,13686,21403,3195134,1131,691,663,96,533
California,6,humboldt,23,2021m4,2021,4,13602,21303,3150880,964,506,521,86,412
California,6,humboldt,23,2021m5,2021,5,13504,21262,3156536,899,489,432,60,361
California,6,humboldt,23,2021m6,2021,6,13499,21334,3142122,1333,654,536,64,447
California,6,humboldt,23,2021m7,2021,7,13632,21528,3160152,1150,635,569,95,456
California,6,humboldt,23,2021m8,2021,8,13663,21550,3154135,1469,618,564,117,421
California,6,humboldt,23,2021m9,2021,9,13907,21855,3206969,1503,734,684,137,512
California,6,humboldt,23,2021m10,2021,10,14282,22358,3758933,1509,809,645,114,509
California,6,humboldt,23,2021m11,2021,11,14488,22751,3836776,1324,704,541,101,422
California,6,humboldt,23,2021m12,2021,12,14561,22774,3879019,1204,749,602,138,440
California,6,humboldt,23,2022m1,2022,1,14811,23128,3903767,1628,884,535,135,377
California,6,humboldt,23,2022m2,2022,2,15015,23383,3954858, , , , , 
California,6,humboldt,23,2022m3,2022,3,15015,23383,4009946, , , , , 
California,6,humboldt,23,2022m4,2022,4,15363,23998,4039135,1255,797,489,134,333
California,6,humboldt,23,2022m5,2022,5,15732,24520,4095706,1292,789,472,147,300
California,6,humboldt,23,2022m6,2022,6,16075,25106,4143195,1355,883,603,204,373
California,6,humboldt,23,2022m7,2022,7,16278,25432,4189263,1384,795,446,136,276
California,6,humboldt,23,2022m8,2022,8,16586,25931,4222279,1656,915,490,205,248
California,6,humboldt,23,2022m9,2022,9,16788,26154,4249669,1624,865,493,199,272
California,6,humboldt,23,2022m10,2022,10,17080,26571,5135803,1560,898,555,162,374
California,6,humboldt,23,2022m11,2022,11,17318,26918,5238784,1469,875,533,174,329
California,6,humboldt,23,2022m12,2022,12,17585,27305,5281827,1242,883,550,188,339
California,6,humboldt,23,2023m1,2023,1,17672,27408,5170168,1674,899,544,180,326
California,6,humboldt,23,2023m2,2023,2,17757,27437,4565284,1261,845,578,181,367
California,6,humboldt,23,2023m3,2023,3,18227,28098,5255937,1509,1051,603,187,399
California,6,humboldt,23,2023m4,2023,4,18142,27966,5223054,1251,872,580,194,357
California,6,humboldt,23,2023m5,2023,5,18553,28499,5369797, , , , , 
California,6,humboldt,23,2023m6,2023,6,18714,28648,5358070,1218,806,496,176,287
California,6,humboldt,23,2023m7,2023,7,18616,28526,5316191,1133,664,448,119,301
California,6,humboldt,23,2023m8,2023,8,18712,28701,5364461,1547,753,466,160,285
California,6,humboldt,23,2023m9,2023,9,18704,28676,5369434,1261,656,545,202,320
California,6,humboldt,23,2023m10,2023,10,18841,28816,5733222,1421,865,607,210,358
California,6,humboldt,23,2023m11,2023,11,18980,28997,5755718,1277,724,442,164,255
California,6,humboldt,23,2023m12,2023,12,19270,29382,5849620,1048,774,486,180,271
California,6,humboldt,23,2024m1,2024,1,19457,29637,5822554,1341,775,416,140,251
California,6,humboldt,23,2024m2,2024,2,19486,29627,5807235,1117,656,368,113,237
California,6,imperial,25,2016m7,2016,7,17431,42490,5455151,1159,750,377,157,172
California,6,imperial,25,2016m8,2016,8,17632,42922,5527330,1396,907,421,201,171
California,6,imperial,25,2016m9,2016,9,17680,43114,5532335,1197,815,448,204,192
California,6,imperial,25,2016m10,2016,10,17694,43062,5529450,1043,716,389,180,163
California,6,imperial,25,2016m11,2016,11,17710,43011,5490926,953,675,301,126,117
California,6,imperial,25,2016m12,2016,12,17585,42705,5418491,896,633,293,139,117
California,6,imperial,25,2017m1,2017,1,17486,42423,5320172,1167,734,292,148,115
California,6,imperial,25,2017m2,2017,2,17256,41932,5249513,905,622,323,145,144
California,6,imperial,25,2017m3,2017,3,17252,41719,5227411,1058,684,360,156,142
California,6,imperial,25,2017m4,2017,4,17081,41323,5160733,1005,695,318,135,131
California,6,imperial,25,2017m5,2017,5,17079,41403,5202431,1085,717,342,159,129
California,6,imperial,25,2017m6,2017,6,17175,41625,5218565,1215,783,363,139,153
California,6,imperial,25,2017m7,2017,7,17191,41667,5218148,1235,808,373,169,159
California,6,imperial,25,2017m8,2017,8,17388,42136,5307867,1406,964,429,181,178
California,6,imperial,25,2017m9,2017,9,17361,42162,5299380,1083,758,388,126,193
California,6,imperial,25,2017m10,2017,10,17402,42152,5227543,1136,752,412,134,212
California,6,imperial,25,2017m11,2017,11,17347,41831,5194098,1034,662,329,91,176
California,6,imperial,25,2017m12,2017,12,17180,41423,5120693,863,588,281,85,149
California,6,imperial,25,2018m1,2018,1,17149,41050,5082592,1156,760,369,108,195
California,6,imperial,25,2018m2,2018,2,16932,40404,4983379,867,625,293,77,165
California,6,imperial,25,2018m3,2018,3,16881,40017,4940610,1018,667,322,95,172
California,6,imperial,25,2018m4,2018,4,16729,39591,4891054,1120,719,371,131,176
California,6,imperial,25,2018m5,2018,5,16729,39549,4918449,1034,721,309,93,178
California,6,imperial,25,2018m6,2018,6,16743,39425,4900807,1038,674,328,111,168
California,6,imperial,25,2018m7,2018,7,16820,39617,4940043,1261,845,379,130,200
California,6,imperial,25,2018m8,2018,8,16965,39952,4996056,1297,901,401,164,173
California,6,imperial,25,2018m9,2018,9,16974,39951,4989945,1060,695,346,125,164
California,6,imperial,25,2018m10,2018,10,17062,40074,5072381,1057,728,372,122,193
California,6,imperial,25,2018m11,2018,11,16981,39823,5012471,856,591,303,92,166
California,6,imperial,25,2018m12,2018,12,16757,39283,4925694,736,508,244,102,110
California,6,imperial,25,2019m1,2019,1,17286,41148,9346045,1864,1294,438,165,184
California,6,imperial,25,2019m2,2019,2,2597,6859,758129,795,531,307,84,182
California,6,imperial,25,2019m3,2019,3,16164,37775,4729253,887,567,315,99,157
California,6,imperial,25,2019m4,2019,4,15952,37111,4569429,1005,642,300,87,166
California,6,imperial,25,2019m5,2019,5,16006,37233,4603052,1644,701,491,255,171
California,6,imperial,25,2019m6,2019,6,16918,38221,4637669,2222,1185,776,409,261
California,6,imperial,25,2019m7,2019,7,17567,39276,4691736,1774,1363,720,189,423
California,6,imperial,25,2019m8,2019,8,17983,40018,4711846,1460,1044,599,155,326
California,6,imperial,25,2019m9,2019,9,18081,40149,4680225,1146,794,418,118,229
California,6,imperial,25,2019m10,2019,10,18278,40402,4659379,1153,816,389,121,197
California,6,imperial,25,2019m11,2019,11,18242,40180,4591033,982,667,285,86,155
California,6,imperial,25,2019m12,2019,12,18204,39934,4550873,909,641,317,93,176
California,6,imperial,25,2020m1,2020,1,18027,39338,4437949,1144,697,326,82,183
California,6,imperial,25,2020m2,2020,2,17862,38783,4396346,895,597,346,81,191
California,6,imperial,25,2020m3,2020,3,17769,38474,4378780,1060,604,305,86,160
California,6,imperial,25,2020m4,2020,4,18779,40673,6991450,1569,1024,485,190,219
California,6,imperial,25,2020m5,2020,5,19394,41901,7252014,1261,673,620,231,271
California,6,imperial,25,2020m6,2020,6,19700,42207,7387026,1126,554,619,198,259
California,6,imperial,25,2020m7,2020,7,18973,40511,6909846,989,489,594,191,296
California,6,imperial,25,2020m8,2020,8,18706,39980,6855894,1252,698,447,136,240
California,6,imperial,25,2020m9,2020,9,18523,39673,6807578,1066,620,437,106,255
California,6,imperial,25,2020m10,2020,10,18022,38803,7068556,1077,692,432,85,281
California,6,imperial,25,2020m11,2020,11,17590,37942,6887410,1083,623,396,86,242
California,6,imperial,25,2020m12,2020,12,17425,37648,6851345,1441,780,486,110,285
California,6,imperial,25,2021m1,2021,1,17458,37712,6819403,1180,707,587,89,421
California,6,imperial,25,2021m2,2021,2,17475,37741,8825968,1180,666,460,109,271
California,6,imperial,25,2021m3,2021,3,17501,37628,7797904,1168,710,544,88,385
California,6,imperial,25,2021m4,2021,4,17401,37409,7834107,1212,671,506,91,342
California,6,imperial,25,2021m5,2021,5,17444,37479,8507570,1053,692,414,74,288
California,6,imperial,25,2021m6,2021,6,17618,37932,8527341,1846,912,586,141,325
California,6,imperial,25,2021m7,2021,7,18073,38953,8798641,1725,979,770,131,493
California,6,imperial,25,2021m8,2021,8,18456,39534,8899800,1760,979,731,131,462
California,6,imperial,25,2021m9,2021,9,18808,40195,9086015,1775,910,784,172,482
California,6,imperial,25,2021m10,2021,10,20084,40832,10095947, , , , , 
California,6,imperial,25,2021m11,2021,11,19309,40906,10019265, , , , , 
California,6,imperial,25,2021m12,2021,12,19170,40333,9872773, , , , , 
California,6,imperial,25,2022m1,2022,1,18982,39713,9734506, , , , , 
California,6,imperial,25,2022m2,2022,2,19223,40084,9899558, , , , , 
California,6,imperial,25,2022m3,2022,3,19681,40839,9998946, , , , , 
California,6,imperial,25,2022m4,2022,4,19992,41442,10099353,1623,991,649,175,363
California,6,imperial,25,2022m5,2022,5,20520,42400,10342780,1635,1014,644,164,362
California,6,imperial,25,2022m6,2022,6,21038,43476,10539264,1924,1043,673,188,353
California,6,imperial,25,2022m7,2022,7,21521,44505,10859478,1769,1028,737,191,435
California,6,imperial,25,2022m8,2022,8,22121,45747,11220317,2092,1183,907,260,433
California,6,imperial,25,2022m9,2022,9,22479,46421,11281073,1657,983,755,192,417
California,6,imperial,25,2022m10,2022,10,22986,47415,12859890,1698,1017,702,190,360
California,6,imperial,25,2022m11,2022,11,23194,47701,12971851,1436,777,685,171,365
California,6,imperial,25,2022m12,2022,12,23162,47642,12891953,1254,724,651,158,324
California,6,imperial,25,2023m1,2023,1,23152,47360,12639673,1588,809,687,204,304
California,6,imperial,25,2023m2,2023,2,23091,47079,12674778,1375,734,663,206,299
California,6,imperial,25,2023m3,2023,3,23219,47249,12878517,1524,845,782,225,353
California,6,imperial,25,2023m4,2023,4,23010,46739,7567140,1405,736,575,158,261
California,6,imperial,25,2023m5,2023,5,23287,47289,7714519,1580,822,692,197,339
California,6,imperial,25,2023m6,2023,6,23652,47919,7818415,1550,928,656,184,306
California,6,imperial,25,2023m7,2023,7,23838,48308,7906048,1591,868,627,169,331
California,6,imperial,25,2023m8,2023,8,24304,49099,8100747,1788,1075,753,195,398
California,6,imperial,25,2023m9,2023,9,24518,49466,8140456,1454,854,619,167,333
California,6,imperial,25,2023m10,2023,10,24801,49865,8753033,1456,899,605,165,327
California,6,imperial,25,2023m11,2023,11,24832,49958,8734941,1214,722,453,127,238
California,6,imperial,25,2023m12,2023,12,24946,50043,8859446,1086,683,460,108,244
California,6,imperial,25,2024m1,2024,1,24969,49917,8674842,1574,832,578,143,285
California,6,imperial,25,2024m2,2024,2,25036,49906,8674341,1305,842,604,178,317
California,6,inyo,27,2016m7,2016,7,1061,2063,257105,84,54,24, , 
California,6,inyo,27,2016m8,2016,8,1057,2046,260557,64,40,30,14,14
California,6,inyo,27,2016m9,2016,9,1033,2004,253642,88,55,26, , 
California,6,inyo,27,2016m10,2016,10,1021,1947,252186,78,52,29, , 
California,6,inyo,27,2016m11,2016,11,1006,1934,244345,82,52,27, , 
California,6,inyo,27,2016m12,2016,12,1016,1943,246929,95,74,16, , 
California,6,inyo,27,2017m1,2017,1,1004,1907,245150,82,55,18, , 
California,6,inyo,27,2017m2,2017,2,1009,1899,247921,65,56,16, , 
California,6,inyo,27,2017m3,2017,3,1013,1904,247874,83,58,27, , 
California,6,inyo,27,2017m4,2017,4,1033,1971,258269,68,61,20, , 
California,6,inyo,27,2017m5,2017,5,1034,1965,258617,84,60,15, , 
California,6,inyo,27,2017m6,2017,6,1010,1925,251516,60,50,14, , 
California,6,inyo,27,2017m7,2017,7,1003,1927,248250,75,61,13, , 
California,6,inyo,27,2017m8,2017,8,1010,1958,247633,65,48,16, , 
California,6,inyo,27,2017m9,2017,9,1006,1945,245108,78,59,19, , 
California,6,inyo,27,2017m10,2017,10,991,1908,241733,67,41,8, , 
California,6,inyo,27,2017m11,2017,11,988,1920,241140,74,59,24, , 
California,6,inyo,27,2017m12,2017,12,993,1909,242399,80,55,18, , 
California,6,inyo,27,2018m1,2018,1,1027,1996,250583,93,76,23, , 
California,6,inyo,27,2018m2,2018,2,1037,1984,251022,71,54,20, , 
California,6,inyo,27,2018m3,2018,3,1031,1969,249930,59,37,18, , 
California,6,inyo,27,2018m4,2018,4,1048,2000,253415,77,56,17, , 
California,6,inyo,27,2018m5,2018,5,1036,1975,255155,60,37,27, , 
California,6,inyo,27,2018m6,2018,6,1028,1938,250338,70,50,11, , 
California,6,inyo,27,2018m7,2018,7,1021,1924,242570,77,60,23, , 
California,6,inyo,27,2018m8,2018,8,1015,1887,236956,68,51,16, , 
California,6,inyo,27,2018m9,2018,9,989,1838,224778,58,38,20, , 
California,6,inyo,27,2018m10,2018,10,989,1832,228172,84,55,14, , 
California,6,inyo,27,2018m11,2018,11,1004,1843,233260,87,66,17, , 
California,6,inyo,27,2018m12,2018,12,992,1817,232812,60,41,27, , 
California,6,inyo,27,2019m1,2019,1,1003,1834,435985,84,64,18, , 
California,6,inyo,27,2019m2,2019,2,117,265,29027,38,20,19, , 
California,6,inyo,27,2019m3,2019,3,969,1757,233625,59,44,17, , 
California,6,inyo,27,2019m4,2019,4,918,1685,222167,60,34,16, , 
California,6,inyo,27,2019m5,2019,5,921,1700,222983,77,43,32,13,12
California,6,inyo,27,2019m6,2019,6,937,1728,225813,91,51,35,20,12
California,6,inyo,27,2019m7,2019,7,929,1723,219880,86,51,29, , 
California,6,inyo,27,2019m8,2019,8,954,1752,222695,77,54,28,12,11
California,6,inyo,27,2019m9,2019,9,957,1755,220437,81,54,27, , 
California,6,inyo,27,2019m10,2019,10,967,1773,224124,89,54,24, , 
California,6,inyo,27,2019m11,2019,11,993,1817,227289,74,53,25, , 
California,6,inyo,27,2019m12,2019,12,993,1814,225280,54,42,32, , 
California,6,inyo,27,2020m1,2020,1,997,1813,223433,92,54,12, , 
California,6,inyo,27,2020m2,2020,2,1014,1829,227930,76,52,19, , 
California,6,inyo,27,2020m3,2020,3,1035,1855,233525,128,70,35, , 
California,6,inyo,27,2020m4,2020,4,1144,2076,363934,145,109,48,19,27
California,6,inyo,27,2020m5,2020,5,1193,2190,390428,78,51,40, , 
California,6,inyo,27,2020m6,2020,6,1204,2193,381955,56,30,26, , 
California,6,inyo,27,2020m7,2020,7,1157,2064,368121,57,33,27, , 
California,6,inyo,27,2020m8,2020,8,1132,2030,358685,72,33,31,16,11
California,6,inyo,27,2020m9,2020,9,1112,1987,350673,58,41,26, , 
California,6,inyo,27,2020m10,2020,10,1052,1904,356090,63,41,32, , 
California,6,inyo,27,2020m11,2020,11,1009,1833,342723,84,43,29,15,11
California,6,inyo,27,2020m12,2020,12,1014,1852,345717,116,70,34,11,20
California,6,inyo,27,2021m1,2021,1,1018,1856,344609,75,61,30, , 
California,6,inyo,27,2021m2,2021,2,1035,1894,458661,92,52,30, , 
California,6,inyo,27,2021m3,2021,3,1030,1879,404352,74,58,30, , 
California,6,inyo,27,2021m4,2021,4,1019,1879,402064,75,39,23, , 
California,6,inyo,27,2021m5,2021,5,1031,1888,453923,67,52,26, , 
California,6,inyo,27,2021m6,2021,6,1020,1878,447402,84,46,26, , 
California,6,inyo,27,2021m7,2021,7,1032,1922,455795,90,56,38, , 
California,6,inyo,27,2021m8,2021,8,1063,1959,460803,106,67,31, , 
California,6,inyo,27,2021m9,2021,9,1080,1967,464298,125,73,44,15,25
California,6,inyo,27,2021m10,2021,10,1120,2051,519531,121,78,42, , 
California,6,inyo,27,2021m11,2021,11,1145,2063,532078, , , , , 
California,6,inyo,27,2021m12,2021,12,1179,2124,538905,98,64,42, , 
California,6,inyo,27,2022m1,2022,1,1190,2128,549003,110,66,36, , 
California,6,inyo,27,2022m2,2022,2,1198,2143,549082,77,52,37,13,21
California,6,inyo,27,2022m3,2022,3,1200,2140,545940,113,69,30, , 
California,6,inyo,27,2022m4,2022,4,1194,2105,544100, , , , , 
California,6,inyo,27,2022m5,2022,5,1199,2121,545931,83,58,28, , 
California,6,inyo,27,2022m6,2022,6,1212,2158,545287,110,65,34,16,14
California,6,inyo,27,2022m7,2022,7,1219,2174,553154,100,58,34,14,17
California,6,inyo,27,2022m8,2022,8,1227,2171,558109,121,65,51,19,29
California,6,inyo,27,2022m9,2022,9,1253,2211,557946,112,73,36, , 
California,6,inyo,27,2022m10,2022,10,1279,2227,638769,122,73,51,16,30
California,6,inyo,27,2022m11,2022,11,1281,2205,638900,96,54,34,11,19
California,6,inyo,27,2022m12,2022,12,1270,2180,629104,80,51,45,14,28
California,6,inyo,27,2023m1,2023,1,1266,2194,615894,104,56,34, , 
California,6,inyo,27,2023m2,2023,2,1257,2188,625378,84,52,46,13,30
