geoid,state,county,total_hh,poor_hh,snap_hh,coverage_ratio,unserved_poor_hh
17143,IL,"Peoria County, IL",77755.0,12197.0,13992.0,1.147,0
17145,IL,"Perry County, IL",7875.0,1203.0,1494.0,1.242,0
17149,IL,"Pike County, IL",5965.0,948.0,951.0,1.003,0
17153,IL,"Pulaski County, IL",1940.0,435.0,444.0,1.021,0
17157,IL,"Randolph County, IL",11945.0,1528.0,1538.0,1.007,0
17159,IL,"Richland County, IL",6443.0,831.0,1014.0,1.22,0
17161,IL,"Rock Island County, IL",61733.0,8997.0,9845.0,1.094,0
17163,IL,"St. Clair County, IL",100846.0,13317.0,16293.0,1.223,0
17165,IL,"Saline County, IL",10024.0,2056.0,2622.0,1.275,0
17167,IL,"Sangamon County, IL",84762.0,11380.0,13108.0,1.152,0
17169,IL,"Schuyler County, IL",2734.0,283.0,318.0,1.124,0
17171,IL,"Scott County, IL",2046.0,253.0,332.0,1.312,0
17173,IL,"Shelby County, IL",8918.0,983.0,1245.0,1.267,0
17175,IL,"Stark County, IL",2285.0,259.0,264.0,1.019,0
17177,IL,"Stephenson County, IL",19358.0,2509.0,3291.0,1.312,0
17179,IL,"Tazewell County, IL",54051.0,5396.0,5605.0,1.039,0
17183,IL,"Vermilion County, IL",30084.0,5160.0,5877.0,1.139,0
17185,IL,"Wabash County, IL",4740.0,821.0,966.0,1.177,0
17187,IL,"Warren County, IL",6787.0,907.0,1083.0,1.194,0
17189,IL,"Washington County, IL",5795.0,477.0,549.0,1.151,0
17195,IL,"Whiteside County, IL",23120.0,2817.0,3252.0,1.154,0
17197,IL,"Will County, IL",244273.0,18774.0,24658.0,1.313,0
17199,IL,"Williamson County, IL",28983.0,3946.0,4817.0,1.221,0
17201,IL,"Winnebago County, IL",116014.0,17497.0,23722.0,1.356,0
18007,IN,"Benton County, IN",3454.0,391.0,403.0,1.031,0
18069,IN,"Huntington County, IN",15403.0,1518.0,1692.0,1.115,0
18095,IN,"Madison County, IN",53429.0,7083.0,7365.0,1.04,0
18155,IN,"Switzerland County, IN",3875.0,417.0,502.0,1.204,0
19021,IA,"Buena Vista County, IA",7546.0,495.0,754.0,1.523,0
19039,IA,"Clarke County, IA",4071.0,349.0,469.0,1.344,0
19045,IA,"Clinton County, IA",19506.0,2454.0,2491.0,1.015,0
19071,IA,"Fremont County, IA",2823.0,291.0,329.0,1.131,0
19097,IA,"Jackson County, IA",8242.0,861.0,865.0,1.005,0
19115,IA,"Louisa County, IA",4237.0,397.0,581.0,1.463,0
19123,IA,"Mahaska County, IA",8743.0,1061.0,1134.0,1.069,0
19159,IA,"Ringgold County, IA",1899.0,228.0,249.0,1.092,0
19175,IA,"Union County, IA",5116.0,695.0,890.0,1.281,0
19179,IA,"Wapello County, IA",13997.0,2143.0,2148.0,1.002,0
20019,KS,"Chautauqua County, KS",1356.0,190.0,190.0,1.0,0
20055,KS,"Finney County, KS",13229.0,1493.0,1503.0,1.007,0
20153,KS,"Rawlins County, KS",1170.0,78.0,109.0,1.397,0
20171,KS,"Scott County, KS",2289.0,123.0,205.0,1.667,0
20187,KS,"Stanton County, KS",856.0,3.0,42.0,14.0,0
21003,KY,"Allen County, KY",8035.0,962.0,1131.0,1.176,0
21023,KY,"Bracken County, KY",3364.0,540.0,587.0,1.087,0
21025,KY,"Breathitt County, KY",5464.0,1870.0,1885.0,1.008,0
21051,KY,"Clay County, KY",7288.0,2426.0,2528.0,1.042,0
21053,KY,"Clinton County, KY",3854.0,808.0,962.0,1.191,0
21063,KY,"Elliott County, KY",2440.0,612.0,638.0,1.042,0
21065,KY,"Estill County, KY",5975.0,1470.0,1540.0,1.048,0
21109,KY,"Jackson County, KY",5122.0,1306.0,1565.0,1.198,0
21119,KY,"Knott County, KY",5521.0,1262.0,1289.0,1.021,0
21127,KY,"Lawrence County, KY",6342.0,1556.0,1621.0,1.042,0
21133,KY,"Letcher County, KY",8463.0,2175.0,2331.0,1.072,0
21135,KY,"Lewis County, KY",5019.0,1024.0,1146.0,1.119,0
21183,KY,"Ohio County, KY",9107.0,1183.0,1223.0,1.034,0
21193,KY,"Perry County, KY",11078.0,2975.0,3168.0,1.065,0
21237,KY,"Wolfe County, KY",2673.0,910.0,976.0,1.073,0
22003,LA,"Allen Parish, LA",7854.0,1899.0,2080.0,1.095,0
22005,LA,"Ascension Parish, LA",47656.0,5108.0,5793.0,1.134,0
22007,LA,"Assumption Parish, LA",8830.0,1684.0,1755.0,1.042,0
22009,LA,"Avoyelles Parish, LA",14441.0,3865.0,4032.0,1.043,0
22011,LA,"Beauregard Parish, LA",13747.0,1993.0,2411.0,1.21,0
22023,LA,"Cameron Parish, LA",2018.0,162.0,173.0,1.068,0
22027,LA,"Claiborne Parish, LA",5155.0,1719.0,1743.0,1.014,0
22039,LA,"Evangeline Parish, LA",12561.0,3213.0,3917.0,1.219,0
22041,LA,"Franklin Parish, LA",7525.0,1512.0,1845.0,1.22,0
22043,LA,"Grant Parish, LA",7440.0,1359.0,1377.0,1.013,0
22045,LA,"Iberia Parish, LA",26816.0,5609.0,6394.0,1.14,0
22047,LA,"Iberville Parish, LA",11296.0,2241.0,2381.0,1.062,0
22053,LA,"Jefferson Davis Parish, LA",12068.0,1890.0,2449.0,1.296,0
22063,LA,"Livingston Parish, LA",53596.0,6734.0,6983.0,1.037,0
22067,LA,"Morehouse Parish, LA",9769.0,2546.0,2932.0,1.152,0
22075,LA,"Plaquemines Parish, LA",8218.0,1147.0,1215.0,1.059,0
22081,LA,"Red River Parish, LA",3100.0,773.0,776.0,1.004,0
22083,LA,"Richland Parish, LA",7240.0,1705.0,1778.0,1.043,0
22087,LA,"St. Bernard Parish, LA",16219.0,3482.0,4072.0,1.169,0
22093,LA,"St. James Parish, LA",7543.0,975.0,1060.0,1.087,0
22095,LA,"St. John the Baptist Parish, LA",15152.0,2075.0,3057.0,1.473,0
22099,LA,"St. Martin Parish, LA",19579.0,3485.0,3987.0,1.144,0
22101,LA,"St. Mary Parish, LA",18463.0,4076.0,4204.0,1.031,0
22105,LA,"Tangipahoa Parish, LA",51999.0,10047.0,11015.0,1.096,0
22107,LA,"Tensas Parish, LA",1578.0,478.0,502.0,1.05,0
22117,LA,"Washington Parish, LA",17716.0,4625.0,4989.0,1.079,0
22119,LA,"Webster Parish, LA",14334.0,3638.0,3870.0,1.064,0
22121,LA,"West Baton Rouge Parish, LA",10974.0,1213.0,1360.0,1.121,0
22123,LA,"West Carroll Parish, LA",3850.0,730.0,887.0,1.215,0
22125,LA,"West Feliciana Parish, LA",4026.0,469.0,571.0,1.217,0
23001,ME,"Androscoggin County, ME",46953.0,6518.0,7885.0,1.21,0
23003,ME,"Aroostook County, ME",29932.0,4760.0,6192.0,1.301,0
23007,ME,"Franklin County, ME",12675.0,1631.0,1949.0,1.195,0
23011,ME,"Kennebec County, ME",54312.0,6494.0,7402.0,1.14,0
23017,ME,"Oxford County, ME",24140.0,3699.0,3793.0,1.025,0
23019,ME,"Penobscot County, ME",65221.0,9714.0,10162.0,1.046,0
23021,ME,"Piscataquis County, ME",8385.0,1363.0,1504.0,1.103,0
23025,ME,"Somerset County, ME",23209.0,3511.0,4101.0,1.168,0
24001,MD,"Allegany County, MD",27382.0,4515.0,5751.0,1.274,0
24003,MD,"Anne Arundel County, MD",224748.0,13442.0,14710.0,1.094,0
24005,MD,"Baltimore County, MD",332801.0,33173.0,37563.0,1.132,0
24009,MD,"Calvert County, MD",33465.0,1549.0,1696.0,1.095,0
24011,MD,"Caroline County, MD",12495.0,1500.0,2202.0,1.468,0
24015,MD,"Cecil County, MD",40595.0,4101.0,5452.0,1.329,0
24017,MD,"Charles County, MD",60875.0,5040.0,5885.0,1.168,0
24019,MD,"Dorchester County, MD",13546.0,2255.0,2849.0,1.263,0
24021,MD,"Frederick County, MD",104635.0,6713.0,7732.0,1.152,0
24023,MD,"Garrett County, MD",12578.0,1609.0,1903.0,1.183,0
24027,MD,"Howard County, MD",121065.0,6550.0,6828.0,1.042,0
24029,MD,"Kent County, MD",8493.0,668.0,1046.0,1.566,0
24031,MD,"Montgomery County, MD",389210.0,28631.0,28972.0,1.012,0
24033,MD,"Prince George's County, MD",347744.0,35546.0,42353.0,1.191,0
24035,MD,"Queen Anne's County, MD",19907.0,1425.0,1440.0,1.011,0
24037,MD,"St. Mary's County, MD",42436.0,3822.0,4752.0,1.243,0
24039,MD,"Somerset County, MD",8348.0,1537.0,2076.0,1.351,0
24041,MD,"Talbot County, MD",16433.0,1603.0,1692.0,1.056,0
24043,MD,"Washington County, MD",59818.0,7425.0,9180.0,1.236,0
24045,MD,"Wicomico County, MD",40470.0,5443.0,6951.0,1.277,0
24510,MD,"Baltimore city, MD",255668.0,51676.0,59197.0,1.146,0
25001,MA,"Barnstable County, MA",105777.0,9159.0,9959.0,1.087,0
25003,MA,"Berkshire County, MA",57585.0,6853.0,9512.0,1.388,0
25005,MA,"Bristol County, MA",233825.0,29212.0,46290.0,1.585,0
25007,MA,"Dukes County, MA",7584.0,300.0,503.0,1.677,0
25009,MA,"Essex County, MA",313147.0,33672.0,51931.0,1.542,0
25011,MA,"Franklin County, MA",31570.0,3753.0,5377.0,1.433,0
25013,MA,"Hampden County, MA",184471.0,31387.0,47108.0,1.501,0
25015,MA,"Hampshire County, MA",62114.0,7751.0,7776.0,1.003,0
25017,MA,"Middlesex County, MA",634215.0,54489.0,59014.0,1.083,0
25019,MA,"Nantucket County, MA",5252.0,249.0,524.0,2.104,0
25021,MA,"Norfolk County, MA",283368.0,23213.0,26578.0,1.145,0
25023,MA,"Plymouth County, MA",203141.0,16472.0,25764.0,1.564,0
25025,MA,"Suffolk County, MA",327167.0,55205.0,64342.0,1.166,0
25027,MA,"Worcester County, MA",335826.0,36714.0,53441.0,1.456,0
26005,MI,"Allegan County, MI",45522.0,3514.0,3532.0,1.005,0
26009,MI,"Antrim County, MI",11100.0,1100.0,1107.0,1.006,0
26011,MI,"Arenac County, MI",6552.0,773.0,1055.0,1.365,0
26013,MI,"Baraga County, MI",3433.0,504.0,555.0,1.101,0
26027,MI,"Cass County, MI",21207.0,2585.0,2720.0,1.052,0
26031,MI,"Cheboygan County, MI",11159.0,1400.0,1405.0,1.004,0
26035,MI,"Clare County, MI",12521.0,2315.0,2380.0,1.028,0
26045,MI,"Eaton County, MI",45428.0,4028.0,4579.0,1.137,0
26049,MI,"Genesee County, MI",167334.0,26871.0,31470.0,1.171,0
26051,MI,"Gladwin County, MI",11280.0,1759.0,1822.0,1.036,0
26053,MI,"Gogebic County, MI",6989.0,1040.0,1301.0,1.251,0
26057,MI,"Gratiot County, MI",14775.0,1931.0,2229.0,1.154,0
26067,MI,"Ionia County, MI",23355.0,2780.0,3177.0,1.143,0
26075,MI,"Jackson County, MI",62540.0,7688.0,8556.0,1.113,0
26079,MI,"Kalkaska County, MI",7789.0,870.0,1216.0,1.398,0
26081,MI,"Kent County, MI",256648.0,25843.0,26393.0,1.021,0
26087,MI,"Lapeer County, MI",34836.0,3593.0,3968.0,1.104,0
26099,MI,"Macomb County, MI",358668.0,38008.0,45824.0,1.206,0
26113,MI,"Missaukee County, MI",5909.0,704.0,762.0,1.082,0
26117,MI,"Montcalm County, MI",24511.0,3086.0,3130.0,1.014,0
26121,MI,"Muskegon County, MI",67732.0,9654.0,13107.0,1.358,0
26123,MI,"Newaygo County, MI",19651.0,2393.0,3271.0,1.367,0
26127,MI,"Oceana County, MI",10419.0,1319.0,1661.0,1.259,0
26129,MI,"Ogemaw County, MI",9370.0,1559.0,1712.0,1.098,0
26137,MI,"Otsego County, MI",11231.0,1008.0,1174.0,1.165,0
26143,MI,"Roscommon County, MI",11579.0,1611.0,1946.0,1.208,0
26145,MI,"Saginaw County, MI",77958.0,13840.0,15255.0,1.102,0
26147,MI,"St. Clair County, MI",67816.0,7952.0,8995.0,1.131,0
26149,MI,"St. Joseph County, MI",23620.0,2731.0,3501.0,1.282,0
26155,MI,"Shiawassee County, MI",28126.0,3418.0,4206.0,1.231,0
26157,MI,"Tuscola County, MI",21498.0,2747.0,3061.0,1.114,0
26163,MI,"Wayne County, MI",700591.0,138878.0,161357.0,1.162,0
26165,MI,"Wexford County, MI",13696.0,1940.0,2308.0,1.19,0
27003,MN,"Anoka County, MN",137432.0,9590.0,9849.0,1.027,0
27067,MN,"Kandiyohi County, MN",17603.0,1614.0,1852.0,1.147,0
27071,MN,"Koochiching County, MN",5872.0,638.0,847.0,1.328,0
27087,MN,"Mahnomen County, MN",1885.0,336.0,403.0,1.199,0
27099,MN,"Mower County, MN",15719.0,1541.0,1671.0,1.084,0
27123,MN,"Ramsey County, MN",221327.0,25266.0,25313.0,1.002,0
27155,MN,"Traverse County, MN",1311.0,169.0,222.0,1.314,0
27159,MN,"Wadena County, MN",6081.0,843.0,868.0,1.03,0
28053,MS,"Humphreys County, MS",2900.0,742.0,823.0,1.109,0
28103,MS,"Noxubee County, MS",3946.0,1199.0,1235.0,1.03,0
28133,MS,"Sunflower County, MS",8034.0,2351.0,2657.0,1.13,0
29057,MO,"Dade County, MO",3057.0,437.0,451.0,1.032,0
29065,MO,"Dent County, MO",5618.0,750.0,955.0,1.273,0
29069,MO,"Dunklin County, MO",11257.0,2465.0,2765.0,1.122,0
29123,MO,"Madison County, MO",4683.0,606.0,629.0,1.038,0
29133,MO,"Mississippi County, MO",4482.0,943.0,1224.0,1.298,0
29143,MO,"New Madrid County, MO",6695.0,1292.0,1575.0,1.219,0
29155,MO,"Pemiscot County, MO",6333.0,1827.0,1947.0,1.066,0
29175,MO,"Randolph County, MO",9247.0,1333.0,1388.0,1.041,0
29187,MO,"St. Francois County, MO",24816.0,3859.0,3863.0,1.001,0
29201,MO,"Scott County, MO",15327.0,2220.0,2284.0,1.029,0
29221,MO,"Washington County, MO",8920.0,1709.0,1792.0,1.049,0
30003,MT,"Big Horn County, MT",3827.0,577.0,671.0,1.163,0
30061,MT,"Mineral County, MT",2150.0,231.0,295.0,1.277,0
30071,MT,"Phillips County, MT",1765.0,88.0,124.0,1.409,0
31037,NE,"Colfax County, NE",3707.0,231.0,329.0,1.424,0
31051,NE,"Dixon County, NE",2188.0,162.0,172.0,1.062,0
31097,NE,"Johnson County, NE",1708.0,191.0,204.0,1.068,0
31105,NE,"Kimball County, NE",1489.0,162.0,168.0,1.037,0
31127,NE,"Nemaha County, NE",2847.0,375.0,378.0,1.008,0
31173,NE,"Thurston County, NE",1990.0,250.0,293.0,1.172,0
32001,NV,"Churchill County, NV",9516.0,829.0,1012.0,1.221,0
32003,NV,"Clark County, NV",862518.0,110347.0,117447.0,1.064,0
32009,NV,"Esmeralda County, NV",503.0,127.0,140.0,1.102,0
32013,NV,"Humboldt County, NV",6911.0,749.0,778.0,1.039,0
32015,NV,"Lander County, NV",2129.0,226.0,244.0,1.08,0
32023,NV,"Nye County, NV",22175.0,2965.0,3307.0,1.115,0
34007,NJ,"Camden County, NJ",202540.0,25761.0,26941.0,1.046,0
34011,NJ,"Cumberland County, NJ",53781.0,8860.0,9464.0,1.068,0
34017,NJ,"Hudson County, NJ",299682.0,43956.0,44096.0,1.003,0
34031,NJ,"Passaic County, NJ",178936.0,24664.0,34016.0,1.379,0
34033,NJ,"Salem County, NJ",24846.0,3080.0,3099.0,1.006,0
35001,NM,"Bernalillo County, NM",285495.0,43118.0,48464.0,1.124,0
35005,NM,"Chaves County, NM",23712.0,5770.0,5927.0,1.027,0
35007,NM,"Colfax County, NM",5368.0,854.0,1255.0,1.47,0
35009,NM,"Curry County, NM",18595.0,3669.0,4738.0,1.291,0
35011,NM,"De Baca County, NM",820.0,139.0,153.0,1.101,0
35013,NM,"Doña Ana County, NM",84889.0,18382.0,20500.0,1.115,0
35019,NM,"Guadalupe County, NM",1490.0,408.0,606.0,1.485,0
35023,NM,"Hidalgo County, NM",1478.0,307.0,314.0,1.023,0
35025,NM,"Lea County, NM",24670.0,4715.0,4886.0,1.036,0
35028,NM,"Los Alamos County, NM",8247.0,346.0,350.0,1.012,0
35029,NM,"Luna County, NM",9223.0,2334.0,2776.0,1.189,0
35031,NM,"McKinley County, NM",21353.0,6964.0,8047.0,1.156,0
35035,NM,"Otero County, NM",24480.0,4157.0,5283.0,1.271,0
35037,NM,"Quay County, NM",4389.0,1320.0,1340.0,1.015,0
35039,NM,"Rio Arriba County, NM",15647.0,2889.0,2948.0,1.02,0
35043,NM,"Sandoval County, NM",56895.0,5568.0,7867.0,1.413,0
35045,NM,"San Juan County, NM",41732.0,9278.0,9643.0,1.039,0
35047,NM,"San Miguel County, NM",11931.0,3164.0,3486.0,1.102,0
35057,NM,"Torrance County, NM",6052.0,885.0,1641.0,1.854,0
35061,NM,"Valencia County, NM",27583.0,4913.0,6612.0,1.346,0
36005,NY,"Bronx County, NY",534100.0,151659.0,206275.0,1.36,0
36011,NY,"Cayuga County, NY",31524.0,4442.0,4663.0,1.05,0
36013,NY,"Chautauqua County, NY",53393.0,8846.0,10617.0,1.2,0
36015,NY,"Chemung County, NY",35262.0,5526.0,5824.0,1.054,0
36017,NY,"Chenango County, NY",19890.0,2522.0,2874.0,1.14,0
36019,NY,"Clinton County, NY",33556.0,4666.0,5663.0,1.214,0
36023,NY,"Cortland County, NY",18999.0,2791.0,2947.0,1.056,0
36029,NY,"Erie County, NY",409665.0,57098.0,63474.0,1.112,0
36033,NY,"Franklin County, NY",19514.0,3248.0,3410.0,1.05,0
36035,NY,"Fulton County, NY",22866.0,2820.0,3521.0,1.249,0
36037,NY,"Genesee County, NY",24873.0,2886.0,3374.0,1.169,0
36043,NY,"Herkimer County, NY",25741.0,3472.0,3806.0,1.096,0
36045,NY,"Jefferson County, NY",47606.0,6263.0,7529.0,1.202,0
36047,NY,"Kings County, NY",1009927.0,185803.0,231177.0,1.244,0
36053,NY,"Madison County, NY",26252.0,2915.0,3056.0,1.048,0
36055,NY,"Monroe County, NY",318428.0,42441.0,47855.0,1.128,0
36057,NY,"Montgomery County, NY",19603.0,2923.0,3014.0,1.031,0
36063,NY,"Niagara County, NY",91884.0,12546.0,13529.0,1.078,0
36065,NY,"Oneida County, NY",95220.0,13494.0,15855.0,1.175,0
36067,NY,"Onondaga County, NY",197760.0,26265.0,28395.0,1.081,0
36073,NY,"Orleans County, NY",16220.0,2097.0,2498.0,1.191,0
36075,NY,"Oswego County, NY",47239.0,6909.0,7542.0,1.092,0
36081,NY,"Queens County, NY",841003.0,112134.0,133891.0,1.194,0
36085,NY,"Richmond County, NY",170777.0,20705.0,22803.0,1.101,0
36093,NY,"Schenectady County, NY",66902.0,8707.0,9338.0,1.072,0
36095,NY,"Schoharie County, NY",12861.0,1621.0,1764.0,1.088,0
36097,NY,"Schuyler County, NY",7355.0,1003.0,1111.0,1.108,0
36103,NY,"Suffolk County, NY",512565.0,34831.0,36965.0,1.061,0
36105,NY,"Sullivan County, NY",31434.0,4239.0,5383.0,1.27,0
36107,NY,"Tioga County, NY",20347.0,2654.0,2730.0,1.029,0
36115,NY,"Washington County, NY",24469.0,2717.0,2955.0,1.088,0
37001,NC,"Alamance County, NC",70062.0,9247.0,9499.0,1.027,0
37003,NC,"Alexander County, NC",14126.0,1568.0,1902.0,1.213,0
37007,NC,"Anson County, NC",8548.0,1932.0,2889.0,1.495,0
37011,NC,"Avery County, NC",6791.0,758.0,946.0,1.248,0
37015,NC,"Bertie County, NC",7143.0,1257.0,1706.0,1.357,0
37017,NC,"Bladen County, NC",11824.0,2818.0,3093.0,1.098,0
37025,NC,"Cabarrus County, NC",84246.0,8049.0,8695.0,1.08,0
37027,NC,"Caldwell County, NC",32919.0,4602.0,4717.0,1.025,0
37029,NC,"Camden County, NC",4011.0,304.0,426.0,1.401,0
37033,NC,"Caswell County, NC",8830.0,1598.0,1778.0,1.113,0
37041,NC,"Chowan County, NC",6134.0,1107.0,1359.0,1.228,0
37045,NC,"Cleveland County, NC",38850.0,6293.0,8280.0,1.316,0
37047,NC,"Columbus County, NC",20048.0,3878.0,4531.0,1.168,0
37051,NC,"Cumberland County, NC",129758.0,20990.0,24156.0,1.151,0
37057,NC,"Davidson County, NC",69846.0,8867.0,9151.0,1.032,0
37059,NC,"Davie County, NC",17270.0,1612.0,2020.0,1.253,0
37065,NC,"Edgecombe County, NC",19652.0,4034.0,4642.0,1.151,0
37069,NC,"Franklin County, NC",28529.0,3409.0,3551.0,1.042,0
37071,NC,"Gaston County, NC",93576.0,13223.0,15034.0,1.137,0
37073,NC,"Gates County, NC",4192.0,431.0,585.0,1.357,0
37075,NC,"Graham County, NC",3524.0,334.0,518.0,1.551,0
37079,NC,"Greene County, NC",6912.0,1283.0,1513.0,1.179,0
37081,NC,"Guilford County, NC",219718.0,31152.0,33985.0,1.091,0
37083,NC,"Halifax County, NC",20383.0,5176.0,5922.0,1.144,0
37085,NC,"Harnett County, NC",49845.0,7057.0,7587.0,1.075,0
37091,NC,"Hertford County, NC",8285.0,1810.0,2305.0,1.273,0
37093,NC,"Hoke County, NC",19258.0,3154.0,3864.0,1.225,0
37095,NC,"Hyde County, NC",1939.0,364.0,436.0,1.198,0
37101,NC,"Johnston County, NC",85591.0,9115.0,9747.0,1.069,0
37107,NC,"Lenoir County, NC",23351.0,5169.0,6384.0,1.235,0
37111,NC,"McDowell County, NC",18638.0,2820.0,3419.0,1.212,0
37121,NC,"Mitchell County, NC",6587.0,1063.0,1117.0,1.051,0
37123,NC,"Montgomery County, NC",10643.0,1545.0,1984.0,1.284,0
37127,NC,"Nash County, NC",38797.0,5133.0,7087.0,1.381,0
37131,NC,"Northampton County, NC",7857.0,1772.0,2078.0,1.173,0
37133,NC,"Onslow County, NC",75265.0,8496.0,9138.0,1.076,0
37139,NC,"Pasquotank County, NC",15785.0,2061.0,2771.0,1.344,0
37141,NC,"Pender County, NC",25291.0,2623.0,2977.0,1.135,0
37143,NC,"Perquimans County, NC",5614.0,592.0,770.0,1.301,0
37145,NC,"Person County, NC",16063.0,2845.0,3298.0,1.159,0
37151,NC,"Randolph County, NC",57721.0,7937.0,8752.0,1.103,0
37153,NC,"Richmond County, NC",17026.0,4176.0,4868.0,1.166,0
37155,NC,"Robeson County, NC",43134.0,11748.0,14065.0,1.197,0
37157,NC,"Rockingham County, NC",39606.0,6501.0,7022.0,1.08,0
37161,NC,"Rutherford County, NC",26642.0,4567.0,5183.0,1.135,0
37163,NC,"Sampson County, NC",21607.0,4304.0,4361.0,1.013,0
37165,NC,"Scotland County, NC",12580.0,3135.0,3980.0,1.27,0
37167,NC,"Stanly County, NC",25240.0,3773.0,3880.0,1.028,0
37169,NC,"Stokes County, NC",19546.0,2300.0,2889.0,1.256,0
37171,NC,"Surry County, NC",29869.0,5473.0,5839.0,1.067,0
37177,NC,"Tyrrell County, NC",1547.0,270.0,423.0,1.567,0
37179,NC,"Union County, NC",84237.0,6224.0,6424.0,1.032,0
37181,NC,"Vance County, NC",16147.0,3050.0,3920.0,1.285,0
37185,NC,"Warren County, NC",8147.0,1638.0,1882.0,1.149,0
37187,NC,"Washington County, NC",4744.0,1260.0,1608.0,1.276,0
37191,NC,"Wayne County, NC",47507.0,7466.0,9310.0,1.247,0
37197,NC,"Yadkin County, NC",15009.0,2032.0,2145.0,1.056,0
38033,ND,"Golden Valley County, ND",699.0,106.0,114.0,1.075,0
38067,ND,"Pembina County, ND",2973.0,255.0,256.0,1.004,0
38079,ND,"Rolette County, ND",3769.0,954.0,965.0,1.012,0
38085,ND,"Sioux County, ND",1112.0,396.0,409.0,1.033,0
39003,OH,"Allen County, OH",41295.0,5679.0,5691.0,1.002,0
39007,OH,"Ashtabula County, OH",39245.0,6247.0,7161.0,1.146,0
39019,OH,"Carroll County, OH",11206.0,1280.0,1344.0,1.05,0
39021,OH,"Champaign County, OH",15646.0,1316.0,1599.0,1.215,0
39023,OH,"Clark County, OH",55975.0,8648.0,10097.0,1.168,0
39031,OH,"Coshocton County, OH",14786.0,2648.0,2702.0,1.02,0
39033,OH,"Crawford County, OH",18059.0,2311.0,2496.0,1.08,0
39045,OH,"Fairfield County, OH",60357.0,5132.0,5469.0,1.066,0
39051,OH,"Fulton County, OH",16986.0,1543.0,1633.0,1.058,0
39053,OH,"Gallia County, OH",11614.0,2123.0,2206.0,1.039,0
39059,OH,"Guernsey County, OH",16318.0,2489.0,2790.0,1.121,0
39073,OH,"Hocking County, OH",11568.0,1645.0,1923.0,1.169,0
39079,OH,"Jackson County, OH",12933.0,2521.0,2588.0,1.027,0
39087,OH,"Lawrence County, OH",22650.0,4348.0,4751.0,1.093,0
39089,OH,"Licking County, OH",68620.0,7471.0,8177.0,1.094,0
39091,OH,"Logan County, OH",19560.0,2139.0,2201.0,1.029,0
39097,OH,"Madison County, OH",15686.0,1429.0,1522.0,1.065,0
39099,OH,"Mahoning County, OH",98065.0,18412.0,18645.0,1.013,0
39101,OH,"Marion County, OH",24683.0,3878.0,4191.0,1.081,0
39105,OH,"Meigs County, OH",9102.0,1945.0,2282.0,1.173,0
39115,OH,"Morgan County, OH",5713.0,800.0,935.0,1.169,0
39117,OH,"Morrow County, OH",13463.0,1542.0,1594.0,1.034,0
39119,OH,"Muskingum County, OH",34357.0,5195.0,6638.0,1.278,0
39125,OH,"Paulding County, OH",7624.0,779.0,878.0,1.127,0
39127,OH,"Perry County, OH",13452.0,2084.0,2145.0,1.029,0
39129,OH,"Pickaway County, OH",21899.0,2598.0,2630.0,1.012,0
39131,OH,"Pike County, OH",10866.0,2352.0,2583.0,1.098,0
39139,OH,"Richland County, OH",50111.0,7111.0,7440.0,1.046,0
39141,OH,"Ross County, OH",29808.0,4238.0,4916.0,1.16,0
39145,OH,"Scioto County, OH",28864.0,6493.0,6527.0,1.005,0
39147,OH,"Seneca County, OH",22279.0,2663.0,3001.0,1.127,0
39151,OH,"Stark County, OH",155955.0,19080.0,19848.0,1.04,0
39153,OH,"Summit County, OH",231267.0,30028.0,32721.0,1.09,0
39157,OH,"Tuscarawas County, OH",38492.0,5410.0,5437.0,1.005,0
39163,OH,"Vinton County, OH",5328.0,1033.0,1111.0,1.076,0
39171,OH,"Williams County, OH",15476.0,2038.0,2195.0,1.077,0
40001,OK,"Adair County, OK",7133.0,1600.0,1805.0,1.128,0
40017,OK,"Canadian County, OK",58227.0,4648.0,4863.0,1.046,0
40023,OK,"Choctaw County, OK",5923.0,1435.0,1472.0,1.026,0
40033,OK,"Cotton County, OK",2040.0,334.0,363.0,1.087,0
40047,OK,"Garfield County, OK",23893.0,2986.0,3734.0,1.251,0
40051,OK,"Grady County, OK",20688.0,2525.0,2534.0,1.004,0
40055,OK,"Greer County, OK",1948.0,434.0,494.0,1.138,0
40057,OK,"Harmon County, OK",964.0,212.0,215.0,1.014,0
40061,OK,"Haskell County, OK",4584.0,964.0,1019.0,1.057,0
40065,OK,"Jackson County, OK",9775.0,1404.0,1494.0,1.064,0
40071,OK,"Kay County, OK",16776.0,2627.0,2880.0,1.096,0
40079,OK,"Le Flore County, OK",17997.0,3578.0,3768.0,1.053,0
40093,OK,"Major County, OK",3182.0,309.0,405.0,1.311,0
40101,OK,"Muskogee County, OK",25739.0,4898.0,5071.0,1.035,0
40111,OK,"Okmulgee County, OK",14246.0,2546.0,3042.0,1.195,0
40113,OK,"Osage County, OK",17374.0,2343.0,2418.0,1.032,0
40121,OK,"Pittsburg County, OK",17851.0,3243.0,3243.0,1.0,0
40123,OK,"Pontotoc County, OK",15134.0,2180.0,2330.0,1.069,0
40125,OK,"Pottawatomie County, OK",26927.0,4270.0,5005.0,1.172,0
40131,OK,"Rogers County, OK",36672.0,3318.0,3941.0,1.188,0
40133,OK,"Seminole County, OK",8782.0,1995.0,2014.0,1.01,0
40135,OK,"Sequoyah County, OK",15454.0,2915.0,3283.0,1.126,0
40149,OK,"Washita County, OK",4131.0,505.0,616.0,1.22,0
