USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
AZ	04001	00025441	Apache County	29003497251	54139714	11198.313	20.903	35.385084	-109.490172                                                                                                             
AZ	04003	00025442	Cochise County	16083471945	17648749	6209.863	6.814	31.840129	-109.775163                                                                                                              
AZ	04005	00025443	Coconino County	48216132682	116637123	18616.354	45.034	35.829692	-111.773728                                                                                                          
AZ	04007	00040471	Gila County	12322068647	96466819	4757.578	37.246	33.789618	-110.81187                                                                                                                 
AZ	04009	00025444	Graham County	11970605959	47476264	4621.877	18.331	32.931828	-109.87831                                                                                                               
AZ	04011	00042807	Greenlee County	4772927116	11947401	1842.838	4.613	33.238872	-109.242323                                                                                                              
AZ	04012	00043540	La Paz County	11646086556	36514346	4496.579	14.098	33.72761	-114.038806                                                                                                               
AZ	04013	00037026	Maricopa County	23833110838	62124435	9202.016	23.986	33.345176	-112.49893                                                                                                             
AZ	04015	00025445	Mohave County	34530024142	333399390	13332.117	128.726	35.717705	-113.749689                                                                                                           
AZ	04017	00042808	Navajo County	25769065747	24121095	9949.492	9.313	35.390785	-110.321025                                                                                                               
AZ	04019	00025446	Pima County	23798578895	5112015	9188.683	1.974	32.128038	-111.783657                                                                                                                  
AZ	04021	00025447	Pinal County	13899613086	20747212	5366.671	8.011	32.918521	-111.366339                                                                                                                
AZ	04023	00040472	Santa Cruz County	3201899628	3068237	1236.26	1.185	31.525733	-110.845228                                                                                                              
AZ	04025	00042809	Yavapai County	21038297493	11358280	8122.932	4.385	34.631071	-112.577225                                                                                                              
AZ	04027	00023901	Yuma County	14280726749	13242852	5513.82	5.113	32.773942	-113.910905                                                                                                                  
AR	05001	00063755	Arkansas County	2569631425	120698186	992.14	46.602	34.28957	-91.376547                                                                                                                
AR	05003	00063756	Ashley County	2397012344	38656004	925.492	14.925	33.190835	-91.772267                                                                                                                 
AR	05005	00069895	Baxter County	1434675033	84916246	553.931	32.786	36.280268	-92.329949                                                                                                                 
AR	05007	00069896	Benton County	2195617603	94872357	847.733	36.63	36.337819	-94.256298                                                                                                                  
AR	05009	00069897	Boone County	1527375316	31797985	589.723	12.277	36.304299	-93.079236                                                                                                                  
AR	05011	00063757	Bradley County	1681335016	9505606	649.167	3.67	33.466549	-92.169156                                                                                                                   
AR	05013	00063758	Calhoun County	1628067843	9887802	628.601	3.818	33.56046	-92.513879                                                                                                                   
AR	05015	00066975	Carroll County	1631504871	22715757	629.928	8.771	36.33737	-93.540972                                                                                                                  
AR	05017	00069160	Chicot County	1649764401	140413175	636.978	54.214	33.267139	-91.297158                                                                                                                
AR	05019	00066845	Clark County	2242855171	43965580	865.971	16.975	34.053316	-93.176208                                                                                                                  
AR	05021	00063759	Clay County	1655581941	5497697	639.224	2.123	36.367302	-90.418704                                                                                                                     
AR	05023	00066983	Cleburne County	1434747668	98885396	553.959	38.18	35.593628	-92.008898                                                                                                                
AR	05025	00063760	Cleveland County	1548580962	2561701	597.91	0.989	33.893201	-92.188714                                                                                                                 
AR	05027	00063761	Columbia County	1984098878	1985830	766.065	0.767	33.223038	-93.232843                                                                                                                 
AR	05029	00066846	Conway County	1429458630	37757457	551.917	14.578	35.26569	-92.689249                                                                                                                  
AR	05031	00066847	Craighead County	1831541697	14320048	707.162	5.529	35.827729	-90.631421                                                                                                               
AR	05033	00069161	Crawford County	1541738662	26917846	595.269	10.393	35.582959	-94.236193                                                                                                               
AR	05035	00069162	Crittenden County	1587312632	81689126	612.865	31.54	35.197559	-90.30512                                                                                                               
AR	05037	00066848	Cross County	1596255187	15389371	616.318	5.942	35.285692	-90.763984                                                                                                                   
AR	05039	00066849	Dallas County	1728358302	1731378	667.323	0.668	33.967823	-92.653999                                                                                                                   
AR	05041	00066850	Desha County	1919768424	185180909	741.227	71.499	33.828752	-91.244103                                                                                                                 
AR	05043	00066851	Drew County	2146237578	18789748	828.667	7.255	33.587242	-91.722778                                                                                                                    
AR	05045	00066852	Faulkner County	1676351918	43617755	647.243	16.841	35.146548	-92.336928                                                                                                               
AR	05047	00066853	Franklin County	1577218110	28853849	608.967	11.141	35.508558	-93.887665                                                                                                               
AR	05049	00066854	Fulton County	1600597359	6357861	617.994	2.455	36.381322	-91.819285                                                                                                                   
AR	05051	00066855	Garland County	1755013635	147452177	677.615	56.932	34.578852	-93.146932                                                                                                               
AR	05053	00066856	Grant County	1636581698	2896901	631.888	1.118	34.285568	-92.422979                                                                                                                    
AR	05055	00066857	Greene County	1495304329	5273183	577.34	2.036	36.120607	-90.566346                                                                                                                    
AR	05057	00066858	Hempstead County	1883439299	35737908	727.2	13.798	33.735953	-93.664355                                                                                                                
AR	05059	00066859	Hot Spring County	1592697300	18725599	614.944	7.23	34.315177	-92.944147                                                                                                               
AR	05061	00066872	Howard County	1521182021	21361761	587.332	8.248	34.083064	-93.990931                                                                                                                  
AR	05063	00069163	Independence County	1978003734	20251226	763.712	7.819	35.737499	-91.559942                                                                                                            
AR	05065	00066860	Izard County	1502713749	9576574	580.201	3.698	36.094879	-91.913625                                                                                                                    
AR	05067	00066861	Jackson County	1641044498	20284491	633.611	7.832	35.596467	-91.223205                                                                                                                 
AR	05069	00066862	Jefferson County	2259364695	113071690	872.346	43.657	34.277239	-91.929673                                                                                                             
AR	05071	00066863	Johnson County	1711955744	59529090	660.99	22.984	35.573359	-93.466322                                                                                                                 
AR	05073	00066864	Lafayette County	1371327392	43028603	529.472	16.613	33.240629	-93.611514                                                                                                              
AR	05075	00066865	Lawrence County	1521690358	12395693	587.528	4.786	36.041098	-91.101153                                                                                                                
AR	05077	00066866	Lee County	1553493435	57858191	599.807	22.339	34.779505	-90.779717                                                                                                                    
AR	05079	00066873	Lincoln County	1449008946	26693606	559.466	10.306	33.956385	-91.742355                                                                                                                
AR	05081	00066874	Little River County	1375943077	83115227	531.255	32.091	33.701941	-94.236287                                                                                                           
AR	05083	00082850	Logan County	1836599802	53969487	709.115	20.838	35.218654	-93.72091                                                                                                                   
AR	05085	00069164	Lonoke County	1998045643	82719024	771.45	31.938	34.755114	-91.894132                                                                                                                  
AR	05087	00069165	Madison County	2160665381	7455733	834.238	2.879	36.012545	-93.724053                                                                                                                  
AR	05089	00069898	Marion County	1545182805	112951239	596.598	43.611	36.266664	-92.678577                                                                                                                
AR	05091	00069166	Miller County	1616257232	36848741	624.04	14.227	33.305505	-93.901502                                                                                                                  
AR	05093	00069899	Mississippi County	2336409866	72224609	902.093	27.886	35.766944	-90.052207                                                                                                            
AR	05095	00069167	Monroe County	1573316559	35707672	607.461	13.787	34.679512	-91.20331                                                                                                                  
AR	05097	00069168	Montgomery County	2021363886	52979164	780.453	20.455	34.545656	-93.664153                                                                                                             
AR	05099	00069169	Nevada County	1600067809	7489490	617.79	2.892	33.666699	-93.305072                                                                                                                    
AR	05101	00069900	Newton County	2126576327	5935911	821.076	2.292	35.910742	-93.215898                                                                                                                   
AR	05103	00069170	Ouachita County	1897739680	18183262	732.721	7.021	33.591168	-92.878413                                                                                                                
