case_id,navigator_id,enrollment_month,civica_assisted,household_size,earned_income_share,primary_language,county,intake_channel,expedited,payment_error,time_to_decision_days,intake_to_handoff_complete,recert_success
254,29,2,1.0,7,0.8048561636597864,english,los_angeles,online,0,5.152173529419486,38.870692584572815,1,1
255,30,9,1.0,1,0.6178540115120736,english,los_angeles,phone,0,4.272517621895879,25.885074505629188,1,1
256,38,8,1.0,1,0.3545263504114575,english,fresno,partner_cbo,0,8.550637210626952,14.363074378472973,1,1
257,4,2,0.0,7,0.6849055794065674,english,los_angeles,phone,1,4.324805127527847,37.1539782124501,1,1
258,5,10,0.0,1,0.9119033550174149,english,san_diego,online,0,6.302856260664611,33.3273305868327,0,0
259,0,5,0.0,2,0.5112050255824773,spanish,fresno,online,0,9.570527923463787,34.32142049703735,0,0
260,21,12,1.0,6,0.3792861235689005,spanish,other,phone,0,14.129213229097857,35.21672603721577,1,0
261,32,2,0.0,1,0.8304969404738352,vietnamese,los_angeles,phone,0,17.91709349738886,29.00635432101449,0,1
262,8,10,1.0,5,0.8261610304719356,chinese,san_diego,online,0,18.713982898502255,44.67142264722686,0,1
263,6,2,1.0,5,0.4218375468828911,spanish,other,online,0,5.559850527192409,23.337679006881586,0,1
264,5,8,1.0,2,0.19305358109462845,spanish,sacramento,online,0,11.473378336185487,31.608787487276857,1,1
265,1,11,0.0,4,0.7352036514959339,english,los_angeles,in_person,0,23.6537960297599,32.46006727333606,0,1
266,22,1,1.0,2,0.8526622845963051,spanish,los_angeles,online,0,16.567749679723633,29.14390783015899,1,1
267,34,11,0.0,4,0.8448569249347494,other,los_angeles,online,0,13.406178766411148,27.558373413005526,1,0
268,30,4,1.0,5,0.5603765674148664,other,other,phone,1,19.342995134838347,28.238275692207477,0,1
269,26,11,1.0,3,0.8485379411771604,english,san_diego,partner_cbo,0,4.697101832309995,29.723782439481635,1,1
270,3,10,0.0,2,0.1509509718021056,spanish,san_diego,partner_cbo,0,5.680858941030974,31.17761257178893,1,1
271,30,8,1.0,1,0.8488496416338871,other,other,online,0,11.189048055376386,20.66422786853326,0,1
272,33,1,1.0,1,0.6011691912986463,spanish,san_diego,partner_cbo,1,9.748606010204307,20.606152516801505,0,1
273,16,9,0.0,3,0.48979446196517695,vietnamese,other,phone,1,14.086323642815158,35.62565611503653,0,0
274,14,1,1.0,3,0.5402359705693264,spanish,san_diego,online,0,13.599159087335725,39.32215934352596,0,1
275,1,9,1.0,7,0.6558381155397218,english,other,partner_cbo,0,9.882974711949572,39.226623226024884,1,1
276,15,3,0.0,1,0.4140174931236785,other,other,in_person,1,15.882060273530264,29.55871984205812,1,1
277,10,7,1.0,1,0.6764369167180068,english,other,online,0,1.7244963163301392,19.583678634923537,1,1
278,17,9,1.0,1,0.5572233387881791,spanish,los_angeles,online,0,6.455716407038079,24.89677341793154,1,1
279,3,6,1.0,3,0.48670417275570454,spanish,los_angeles,partner_cbo,0,15.676787645835343,20.694052756730024,1,1
280,12,12,1.0,4,0.45035045845629956,vietnamese,other,partner_cbo,1,10.987875608611109,33.45043564182614,1,1
281,17,5,1.0,1,0.45914840760278713,spanish,sacramento,online,1,6.0423689370147775,10.27818169985577,1,1
282,1,11,0.0,5,0.5393801843551926,english,los_angeles,phone,0,5.589908000404152,38.909916263776125,1,1
283,29,8,1.0,1,0.26065559262335,english,fresno,online,1,3.2946563262110558,8.825870663483968,1,1
284,27,12,1.0,4,0.3184809106075928,spanish,los_angeles,phone,0,5.997225836049623,27.840712028118734,1,1
285,34,8,0.0,3,0.3213987961832365,english,other,phone,0,5.410913482248984,19.065101787160092,1,0
286,12,7,1.0,5,0.5089524893634723,english,san_diego,partner_cbo,1,13.526057057751489,21.999957130527036,1,0
287,14,1,0.0,5,0.5111393649130699,english,los_angeles,phone,0,12.797550413763535,26.77037501511512,1,0
288,26,9,0.0,4,0.14034831693688796,english,los_angeles,partner_cbo,0,12.31168808601672,29.79557724779098,1,1
289,20,10,1.0,3,0.45314789592525756,spanish,san_diego,in_person,0,3.067174216281459,22.29860147534265,1,1
290,18,3,1.0,6,0.09090619406920601,vietnamese,san_diego,online,0,9.365897252085269,20.56367835981122,1,1
291,34,1,0.0,2,0.19914444082006474,english,san_diego,in_person,0,13.928815554675246,31.147783888016342,1,1
292,19,3,1.0,4,0.7743004322268493,other,sacramento,partner_cbo,0,12.607216043813427,39.65722616195944,0,1
293,2,4,0.0,5,0.7473363324537262,english,other,in_person,1,17.14478572590066,20.22717989578576,1,0
294,5,12,1.0,6,0.16945297325602712,english,other,partner_cbo,1,11.731704053951617,30.61983067859029,0,1
295,24,3,0.0,5,0.4074500769934023,spanish,other,phone,0,16.06843289780821,31.469895805460457,1,1
296,31,4,1.0,2,0.649714057387586,spanish,sacramento,in_person,0,9.888263492448107,26.451893498923038,1,1
297,11,2,1.0,3,0.5268694581139364,vietnamese,sacramento,phone,0,9.221162022007373,19.931897488239773,1,1
298,31,3,0.0,3,0.8014966138361226,english,los_angeles,partner_cbo,0,10.888397149973496,32.46522705110154,0,1
299,32,4,1.0,1,0.5634971164277846,spanish,san_diego,online,0,6.279225724193474,30.42974496362085,1,1
300,6,7,1.0,2,0.2900260814478288,vietnamese,los_angeles,partner_cbo,0,15.185345612842728,22.6421220384741,1,1
301,20,4,0.0,3,0.39746793214011317,english,los_angeles,in_person,1,14.648090010043784,25.659518461476228,1,1
302,24,10,1.0,3,0.19801175919187042,spanish,other,in_person,0,15.64155111900973,28.185763508668607,1,0
303,23,6,1.0,5,0.9129525742862026,english,fresno,online,0,8.075015167979691,31.603443851580835,1,0
304,15,8,0.0,2,0.6987016887022736,english,fresno,online,0,10.182481127646703,29.78231871656877,1,1
305,1,10,0.0,4,0.5657947789190342,spanish,other,in_person,1,16.72235980126836,29.503089506948324,0,1
306,27,8,0.0,7,0.8567412952221304,english,other,phone,1,18.319708127861098,19.29577648950778,0,1
307,30,6,0.0,3,0.6142592664863689,english,other,online,0,12.711841793692523,34.1436959947944,1,1
308,8,8,1.0,6,0.25919988738476735,vietnamese,los_angeles,partner_cbo,1,12.790176086406234,27.912460999382354,0,1
309,30,6,1.0,4,0.8264181000270948,vietnamese,other,online,0,6.273271150947833,24.388204562350246,0,1
310,1,10,1.0,4,0.403801093698801,spanish,sacramento,partner_cbo,0,10.188139628239405,38.577829148075175,0,0
311,0,12,0.0,1,0.2177674549344009,english,sacramento,online,0,21.587923005268472,18.131159376128444,1,1
312,12,5,1.0,3,0.6621826795597056,spanish,los_angeles,partner_cbo,0,19.08797321881792,30.693156159514654,1,0
313,21,10,0.0,7,0.8654638925310469,english,fresno,online,1,2.010205349706439,30.008552312651354,1,0
314,9,7,1.0,6,0.5055691542377259,english,other,online,1,8.778804046696001,14.424506341330051,1,1
315,14,8,1.0,5,0.3213338968625242,english,san_diego,partner_cbo,0,11.176399320662863,37.38222444549664,1,1
316,16,5,0.0,6,0.682552531344799,chinese,san_diego,in_person,0,5.031502949658105,31.998737839107278,1,1
317,11,9,1.0,4,0.7785096574470378,english,los_angeles,partner_cbo,0,10.607725058758502,18.943237058324463,1,1
318,35,12,1.0,4,0.6336900099536481,english,los_angeles,online,0,17.932577718527448,25.30321010973338,1,1
319,26,5,0.0,1,0.8447842265437739,spanish,san_diego,online,0,17.89503103792236,32.69837894946097,1,0
320,29,11,1.0,6,0.6334002029736523,spanish,fresno,partner_cbo,0,15.992854464611558,34.197841554048594,1,1
321,0,12,1.0,5,0.0926165993554167,spanish,sacramento,phone,0,11.449125781141463,28.364472277569572,1,1
322,0,7,1.0,4,0.3835511493541603,chinese,los_angeles,partner_cbo,0,22.052539254105376,37.603386272940455,1,1
323,28,11,0.0,1,0.4421156195569243,chinese,san_diego,online,0,8.716234203756269,28.446975937948736,0,1
324,26,11,1.0,3,0.34452924176975874,english,sacramento,partner_cbo,0,10.239299366486486,14.062106817827436,1,1
325,38,11,1.0,1,0.40313497405271914,english,fresno,phone,1,10.323813679889193,23.90482918138898,1,0
326,32,3,1.0,7,0.7542298695287802,spanish,san_diego,online,0,22.87674815948771,42.76951024559108,1,0
327,29,9,1.0,6,0.2615150894663376,english,fresno,in_person,0,0.07675206124002187,18.552330608224032,0,1
328,8,8,1.0,1,0.21072488570989537,spanish,other,online,0,12.0486581534816,17.46352463487972,1,1
329,19,8,1.0,2,0.8098646045356821,spanish,san_diego,phone,0,10.40422590088196,29.320821927472632,0,1
330,21,6,1.0,3,0.5700623099914114,other,fresno,phone,1,12.916818024381154,28.253518034570725,1,1
331,37,8,1.0,7,0.4609460715717444,spanish,los_angeles,phone,0,17.185707782284243,38.990169128426196,1,1
332,39,6,1.0,6,0.16200866491424232,chinese,other,in_person,0,1.5483932759624324,26.65048545450286,0,1
333,32,11,0.0,3,0.7877985409981348,english,los_angeles,online,0,7.635159417582814,24.67431582637539,0,1
334,23,1,0.0,5,0.16376667310350926,english,other,online,0,13.83987221967027,40.7063739283863,0,1
335,4,4,1.0,1,0.7028182331086822,spanish,los_angeles,online,1,6.833765493216787,25.897788624929124,1,0
336,21,1,1.0,6,0.5887700825944311,english,other,partner_cbo,0,13.393374905554774,33.02573868264296,1,0
337,36,3,0.0,6,0.35539988420582075,chinese,fresno,online,0,10.843006176863828,42.63823395807902,1,1
338,29,12,1.0,6,0.3443786840285658,chinese,los_angeles,online,0,1.9083996969553532,25.66466170747239,1,1
339,9,10,1.0,4,0.4109758381037957,english,fresno,partner_cbo,1,12.410027714500885,18.93099151252807,1,1
340,26,7,1.0,2,0.7634590121528432,spanish,los_angeles,online,1,8.598876833356293,9.007971279415166,1,1
341,1,10,1.0,4,0.1541444250312024,spanish,san_diego,partner_cbo,0,11.059326821939027,18.331078289408556,1,1
342,18,6,0.0,5,0.5790253522896099,english,los_angeles,in_person,0,7.943328598611442,32.69927144220123,0,1
343,0,11,1.0,6,0.5812065387408297,vietnamese,san_diego,phone,0,7.156169280842814,27.588566767835914,1,1
344,10,4,1.0,3,0.7163107938595569,english,other,partner_cbo,1,12.87880958363271,29.274558340386857,1,1
345,33,6,0.0,2,0.5659853637368831,other,san_diego,in_person,0,6.780729243269594,35.16114260408794,1,0
346,32,3,1.0,5,0.14763151160572013,other,los_angeles,online,0,12.35204062398278,28.37227460674068,0,1
347,27,12,1.0,5,0.4697725914537767,english,sacramento,online,0,10.162351233692954,25.48605310857096,1,1
348,10,7,1.0,4,0.8930165410351455,vietnamese,los_angeles,in_person,0,10.494988916955894,20.099127917061864,1,0
349,6,9,1.0,5,0.6793492117674232,english,los_angeles,online,0,0.5172842819622048,35.22334911462792,1,1
350,18,4,0.0,6,0.5042352910366535,english,los_angeles,phone,0,21.723281026371794,31.534721417333728,1,1
351,6,12,0.0,3,0.8179120020691717,chinese,fresno,in_person,0,16.44160805589178,52.22540204294682,1,0
352,38,6,1.0,1,0.70601310451792,chinese,los_angeles,partner_cbo,1,25.89211455882628,30.779543628629494,0,1
353,34,4,1.0,3,0.9101587712660879,english,sacramento,online,0,8.977586320337425,24.75249919412526,1,1
354,0,3,1.0,1,0.7029942299201661,chinese,los_angeles,online,0,11.223587436495073,28.683884420269063,1,1
355,14,6,1.0,1,0.5961068010145327,english,san_diego,phone,1,10.426693330062372,24.95609942264717,1,1
356,4,4,1.0,7,0.46842174481845383,spanish,san_diego,partner_cbo,1,16.432661514388382,28.071197934742326,1,1
357,24,1,1.0,3,0.05764950453466495,chinese,los_angeles,partner_cbo,0,13.094300678788624,20.879475982230282,1,0
358,12,12,1.0,1,0.43429669087626394,spanish,san_diego,online,0,4.938029109129131,20.222467921653074,1,1
359,32,2,1.0,5,0.33859642190395833,chinese,fresno,online,0,12.60998777601191,21.712070359685647,1,1
360,5,12,0.0,2,0.30139785814172937,english,los_angeles,online,0,18.981240803137396,25.445213279506945,1,0
361,26,11,1.0,3,0.6614798609582739,spanish,other,partner_cbo,0,8.365122237306815,33.56350656824842,0,1
362,16,11,1.0,4,0.4889415271363928,spanish,other,online,0,16.529799148310182,24.393239691175495,0,0
363,33,12,1.0,3,0.4613969096313335,english,los_angeles,partner_cbo,0,9.625498249940865,30.253761842820968,1,1
364,31,3,1.0,6,0.4726598725230972,spanish,los_angeles,online,1,13.220575144350677,22.37047816755793,1,1
365,17,6,0.0,4,0.881507606773239,english,other,phone,0,15.196756340089951,32.273510985805295,0,0
366,38,9,0.0,7,0.28840430332371403,english,other,in_person,0,19.028755161356184,22.32103064304946,1,0
367,29,5,1.0,5,0.5908287414532595,spanish,los_angeles,in_person,1,11.265522092486624,19.945726539385255,1,1
368,36,9,1.0,4,0.6292621667101977,english,san_diego,partner_cbo,0,13.806070343273836,29.40651429679027,0,1
369,14,2,0.0,7,0.1989871189532835,english,los_angeles,online,1,13.727878840714045,15.97906564027893,0,0
370,2,8,1.0,1,0.3825601672768498,spanish,sacramento,partner_cbo,0,10.135341681676676,32.20749707686511,1,0
371,31,10,0.0,5,0.27636758843703246,spanish,fresno,online,0,16.761071156347896,41.0016548251308,1,0
372,32,4,1.0,3,0.6599729193950732,chinese,los_angeles,in_person,1,17.224704444419697,25.783515931342432,1,1
373,35,8,1.0,7,0.49098749832546335,spanish,other,online,0,8.515662454685911,26.153673562884986,1,1
374,9,5,0.0,1,0.5600698127664364,english,los_angeles,in_person,0,6.616383526139808,30.077886445275357,0,1
375,20,7,0.0,6,0.6033590408537743,english,san_diego,online,1,14.866878303886612,28.355201746794453,0,1
376,6,4,1.0,6,0.3023137185573907,english,other,online,1,13.089691069125465,19.955005232321533,1,1
377,14,3,0.0,6,0.7587362619519602,english,los_angeles,in_person,0,10.713439194502824,42.11099534761052,1,0
378,35,5,0.0,1,0.7982212282935303,english,sacramento,online,1,6.5042819737385935,36.54711377948672,1,1
379,3,10,0.0,5,0.2210799117327282,english,los_angeles,partner_cbo,0,15.048230077315075,40.70848008068822,0,1
380,31,7,1.0,6,0.8708477142245064,spanish,sacramento,online,1,16.35360515960201,32.61027866841631,1,1
381,34,7,0.0,7,0.19093960164359697,spanish,other,in_person,0,5.5821673950038395,46.37062559720057,0,1
382,35,4,0.0,3,0.5796702404988633,english,los_angeles,online,1,8.666513323357336,25.02857135665125,1,1
383,15,11,0.0,1,0.44365234732608344,english,other,in_person,0,9.405038388637688,34.01355350002735,1,1
384,21,12,1.0,3,0.8773960036481532,english,san_diego,in_person,1,8.986613223770336,28.5124340234632,1,1
385,39,10,1.0,4,0.8099993510117216,english,sacramento,partner_cbo,0,4.5031837486115975,28.09106071095217,1,1
386,26,11,1.0,3,0.5989666527211257,spanish,san_diego,online,0,11.741976031092603,38.79133452191253,0,0
387,33,9,0.0,5,0.22498308550296459,english,los_angeles,phone,0,4.803920693710655,25.515196511816175,1,1
388,29,6,1.0,2,0.6906823954119881,chinese,los_angeles,in_person,1,4.717030764728835,18.44922405277847,0,1
389,4,10,0.0,7,0.4527718426420949,spanish,los_angeles,online,0,14.535936855020593,43.152272110480226,0,1
390,7,8,1.0,5,0.5016999308152268,english,san_diego,online,0,5.930304901495109,13.154605748135783,0,1
391,30,8,0.0,4,0.5357241170907631,spanish,san_diego,online,1,14.129558941366215,16.220038126783074,0,1
392,37,8,1.0,7,0.4206157888022078,spanish,los_angeles,online,1,11.638310589251148,33.91296133546111,1,1
393,13,9,1.0,3,0.5439422895722495,spanish,san_diego,in_person,0,5.317180014159844,23.030053045943262,1,0
394,20,9,1.0,4,0.2155811376024728,english,sacramento,online,0,5.137649439711389,20.925155562251984,1,1
395,15,3,0.0,2,0.15133538389423284,chinese,other,online,0,4.081017532286925,32.86263052085555,1,0
396,9,7,1.0,1,0.4071812828343473,english,other,phone,0,7.680501820791208,20.43465584192777,1,1
397,7,8,0.0,2,0.3187047894323302,spanish,other,online,0,13.232547399409142,48.61850629580016,1,1
398,30,5,0.0,6,0.5186592574556858,spanish,los_angeles,online,0,17.841589217373567,35.117674857218525,0,0
399,35,10,1.0,3,0.7061889213346361,english,san_diego,online,0,10.251544368583055,19.511167891483478,1,1
400,19,3,0.0,7,0.6596007530306013,spanish,los_angeles,phone,0,13.041347372567222,37.16996552723627,1,0
401,3,6,1.0,4,0.6115778228777721,spanish,los_angeles,partner_cbo,1,12.629959848697005,40.15069662661907,0,1
402,3,10,1.0,1,0.340691894979471,spanish,los_angeles,partner_cbo,1,10.2097286555917,25.64862944217118,1,0
403,36,8,0.0,7,0.8657929217285582,english,other,online,0,16.078922827153804,28.824103730252986,0,0
404,16,10,0.0,2,0.22485572653822658,english,other,in_person,1,5.586810132854424,30.647162582708347,1,1
405,11,6,0.0,5,0.43606563765945816,spanish,sacramento,online,0,16.332171010127745,31.840166301749477,0,0
406,13,5,1.0,3,0.6162962025527138,spanish,other,partner_cbo,0,15.451675511897959,39.70233194706183,1,1
407,13,5,0.0,3,0.26365863941602913,english,fresno,phone,0,8.313565649947126,22.151008382353655,1,1
408,39,6,1.0,3,0.6020378348242693,spanish,los_angeles,online,1,1.594387965318763,27.796615367892826,0,1
409,28,3,0.0,5,0.5321598906543403,english,los_angeles,phone,0,9.218943103912295,29.145482882189146,1,1
410,5,8,0.0,2,0.4214064823988228,english,other,in_person,0,15.758924868137889,30.116460838106402,1,1
411,31,4,1.0,7,0.38936704779027226,english,other,online,0,5.9127861635011705,27.86438772327743,1,1
412,13,3,1.0,3,0.6502165757634432,spanish,san_diego,in_person,0,14.326513450800373,35.83005842412067,0,1
413,36,8,0.0,5,0.42043403250627776,chinese,other,online,0,17.161131392097893,27.78495061831154,1,1
414,33,10,0.0,7,0.8694383115694242,english,los_angeles,online,0,15.431046198286484,32.2074481428839,0,1
415,20,10,1.0,3,0.7800607078230528,english,los_angeles,phone,0,8.515511924865464,23.80740284600762,1,1
416,28,7,0.0,4,0.7234976219039188,english,los_angeles,online,0,13.570859942514357,31.533934199292137,1,0
417,30,10,0.0,2,0.8357652718037637,english,san_diego,online,0,15.167909343362602,29.00250859192078,0,1
418,20,8,1.0,7,0.7849244303704355,english,other,partner_cbo,0,20.087364873039853,35.42709344333169,1,1
419,12,6,1.0,1,0.2608944199638014,english,other,online,0,16.720840789288616,16.093357764162572,0,1
420,7,2,1.0,5,0.5126799015930439,english,sacramento,in_person,1,13.562315193704567,27.032016628909428,1,1
421,27,8,0.0,5,0.221415752140413,other,other,phone,0,9.549492068198086,27.134199002835672,1,1
422,15,6,1.0,2,0.3749653867225861,spanish,other,phone,0,0.011806853309806797,18.97897687631798,1,1
423,21,6,0.0,4,0.7250425872098009,english,sacramento,in_person,1,17.723425106547914,29.88577865693514,0,0
424,2,3,1.0,4,0.3733071008475807,english,san_diego,in_person,0,9.390170693961148,17.764515652488107,1,1
425,19,3,1.0,1,0.15553777109543848,english,los_angeles,partner_cbo,0,10.801725284081797,20.248383416712638,1,1
426,20,12,0.0,6,0.5318016048724804,english,los_angeles,partner_cbo,0,13.864008007572707,39.088690756417904,1,1
427,12,8,0.0,6,0.6991720363262481,english,other,online,0,8.538754903409222,33.61731948193735,1,1
428,39,7,1.0,5,0.8921416536241022,other,sacramento,online,0,0.04326309793755101,28.438174902778123,0,1
429,10,11,1.0,5,0.6556182109590568,chinese,san_diego,partner_cbo,1,15.923282309897289,28.55157299460756,1,1
430,9,8,1.0,1,0.5712866022198642,english,other,partner_cbo,1,11.047896359675335,11.663648636857983,1,1
431,26,10,0.0,2,0.5110063835743107,english,los_angeles,online,0,12.603144389830915,30.056716581363407,1,1
432,2,6,1.0,7,0.3139576772463805,other,los_angeles,partner_cbo,0,10.096034188378265,25.42224184064353,1,1
433,5,12,0.0,6,0.5448857445975523,english,other,online,1,12.677463260694672,29.700507547788433,1,1
434,36,7,0.0,2,0.3142671149989803,english,los_angeles,online,0,6.332095516190137,27.132400648972087,0,0
435,1,3,1.0,7,0.8418114314312038,spanish,sacramento,online,0,14.294672490053301,38.920519628223694,0,1
436,39,12,0.0,3,0.5413111540756674,english,other,in_person,1,8.738171110514209,10.926978827279616,1,1
437,34,3,1.0,5,0.6402758736642941,english,san_diego,online,1,7.74194927313725,15.266379671642289,1,0
438,2,6,1.0,7,0.3449982735067365,english,sacramento,partner_cbo,1,9.8454535408835,28.30629939408299,1,1
439,22,8,0.0,3,0.13280123690988266,spanish,sacramento,partner_cbo,0,19.552269612019963,22.4363314611072,0,1
440,26,11,1.0,7,0.9152106929963477,spanish,los_angeles,in_person,1,25.77658531713889,27.417883241667482,1,1
441,38,3,1.0,3,0.6590963711858314,english,other,online,0,6.9056602977963095,20.272442434201814,1,1
442,9,11,0.0,3,0.06311317324681198,english,other,online,1,11.08334518956563,36.164926896789346,1,1
443,7,2,1.0,3,0.69533268472847,english,sacramento,partner_cbo,0,12.14762950807263,39.50037740936874,0,1
444,11,12,1.0,6,0.62763719037277,english,los_angeles,online,1,4.324911000322386,14.28535364284232,1,1
445,39,12,1.0,2,0.5795436749642336,english,los_angeles,in_person,0,0.6059655512493105,31.999065783860903,0,1
446,22,4,0.0,5,0.8193415359940047,english,san_diego,in_person,1,11.980665979504261,29.00354448473063,1,1
447,5,12,0.0,5,0.6235937505917991,other,other,online,0,17.924794543863353,32.25014442946039,0,1
448,29,8,1.0,6,0.3987266638491076,spanish,other,online,0,11.247525604109041,31.469866341566505,1,1
449,19,12,0.0,7,0.8058671583407927,english,los_angeles,online,0,17.00035937082016,27.542693237847253,1,1
450,32,8,0.0,6,0.1125853268663542,english,sacramento,online,0,10.413601798804589,24.477730978270138,1,0
451,28,11,1.0,7,0.2651662356723467,spanish,los_angeles,in_person,0,10.970406770111127,26.266824399838963,1,1
452,24,3,0.0,6,0.7182154869190056,other,other,phone,0,17.775031984442684,44.74473515559009,0,1
453,39,4,0.0,5,0.6278265751129519,spanish,los_angeles,phone,0,14.608756460019976,44.324640679566784,1,0
454,24,8,1.0,5,0.8542308012647457,english,other,in_person,0,9.476187681793709,31.56220062397173,1,1
455,29,11,1.0,7,0.24616875706234506,english,sacramento,partner_cbo,1,12.069579285132948,22.198604767217915,0,1
456,17,12,0.0,7,0.34864236576118807,english,san_diego,partner_cbo,1,19.01794234301977,34.14796891477709,1,0
457,24,11,1.0,7,0.7135003926813311,english,los_angeles,online,0,14.48839767885807,21.524953185167263,1,1
458,8,9,1.0,5,0.32593700377521684,english,los_angeles,online,0,5.562852114886661,28.173046961195148,1,0
459,35,4,1.0,4,0.5863455610205702,english,other,online,0,6.151668564059405,26.71666841728092,1,1
460,29,7,1.0,1,0.7784260782061526,english,other,partner_cbo,0,12.94988286702826,30.075297541728265,1,0
461,24,5,1.0,3,0.6534739643299666,spanish,los_angeles,in_person,0,12.578647331987145,18.134706561259033,0,1
462,38,11,0.0,1,0.46561471038155666,english,los_angeles,phone,1,19.234247381373375,39.42117943830754,1,1
463,12,9,1.0,2,0.2515631090859245,english,san_diego,online,0,17.34098369188524,24.251658009298144,1,1
464,0,8,0.0,5,0.8243662065431672,other,other,in_person,0,23.052895541287672,33.817001831121786,0,0
465,20,3,0.0,4,0.9037417321488168,english,fresno,in_person,0,7.028041130940765,42.12598030047219,1,1
466,34,2,1.0,3,0.585845031051353,english,sacramento,in_person,0,13.990932250399172,21.814727963136225,1,1
467,17,5,1.0,2,0.2777326374317145,english,los_angeles,online,1,5.93545813800599,13.908128184233352,1,1
468,12,3,1.0,2,0.3875862609289033,english,los_angeles,in_person,1,10.991730809621554,28.031739649011676,1,1
469,21,5,0.0,1,0.2732718932743485,english,sacramento,online,0,11.066677445741515,29.441171431509414,1,1
470,26,8,1.0,5,0.26759766586254186,english,fresno,partner_cbo,1,5.258643086678756,16.628158371703837,1,1
471,24,12,1.0,4,0.9167389556761212,vietnamese,fresno,online,0,10.24468626477362,33.06664967762494,0,1
472,26,11,0.0,2,0.28802944936203384,english,san_diego,in_person,0,6.918972756599903,40.87462079839507,0,1
473,27,5,0.0,1,0.8130103245602311,spanish,san_diego,online,1,12.297261438791068,29.894467980047274,1,1
474,14,7,1.0,7,0.41843053919463313,english,other,phone,0,0.0,19.719741513248348,1,1
475,36,9,1.0,2,0.8709117086671925,english,sacramento,partner_cbo,1,10.055076701133206,29.205970233748516,1,1
476,4,2,0.0,2,0.2614577968372462,vietnamese,los_angeles,online,1,2.25600765898648,29.38092260073,0,1
477,5,1,1.0,6,0.6068977236946038,english,los_angeles,online,0,4.939112202648146,21.991298408621923,1,1
478,26,1,1.0,1,0.45220739439466046,spanish,other,online,1,4.873383233894212,23.44768686375804,1,1
479,20,1,0.0,2,0.6883406672027874,english,los_angeles,online,0,7.724289911308718,30.538755990729477,1,1
480,37,12,1.0,3,0.6949428742393026,vietnamese,los_angeles,partner_cbo,0,12.835710283564232,26.002655727084953,1,0
481,31,9,0.0,7,0.6110063012940973,english,los_angeles,partner_cbo,0,8.406875310616591,35.620549435311034,1,1
482,2,5,1.0,7,0.3878013397814732,spanish,los_angeles,partner_cbo,0,19.013732941737306,30.05160838189628,0,0
483,26,7,0.0,7,0.11256689428929939,english,fresno,online,0,8.846820477904599,17.858789571690806,0,0
484,28,7,1.0,6,0.4930486303648449,other,los_angeles,in_person,1,5.849045609389258,17.050923662683665,1,0
485,33,8,0.0,3,0.5540508290579953,english,other,partner_cbo,0,17.540035675280258,34.12642551377801,1,1
486,37,9,1.0,3,0.6697828331277107,vietnamese,other,in_person,0,13.781729812707432,25.648823102680186,0,1
487,26,4,0.0,3,0.7514163075166959,english,san_diego,phone,0,12.87909644926024,31.744305381544823,1,1
488,17,8,1.0,4,0.7689244179379849,english,los_angeles,online,1,5.131841369594459,18.130098369510804,1,1
489,34,7,1.0,6,0.660673819163563,vietnamese,other,online,0,12.717944903863287,28.7935413124869,1,1
490,11,7,1.0,3,0.6074359555233694,english,san_diego,partner_cbo,0,13.742542045072312,13.706942120959724,1,1
491,26,3,1.0,7,0.8559866802140752,english,los_angeles,online,0,14.304487177096636,34.12678799227721,1,1
492,7,6,1.0,4,0.29700305727255294,english,fresno,online,0,10.080121231646745,20.046251447097006,0,1
493,37,6,0.0,6,0.2613451942320152,english,san_diego,online,0,10.892834562519868,16.025606336788883,1,0
494,26,1,1.0,6,0.34552959457243104,english,other,online,0,8.016152252348167,25.4167139517574,1,1
495,22,8,0.0,3,0.8775500573893367,english,sacramento,online,0,13.137467593659608,47.29852720750672,1,0
496,23,3,1.0,6,0.3574339888419888,spanish,los_angeles,online,0,17.252750378879483,32.187680891105884,1,1
497,13,8,1.0,7,0.1703935712966129,spanish,san_diego,online,1,11.66568483481728,25.368963172424188,1,1
498,35,5,1.0,4,0.18024338372459156,english,san_diego,online,0,11.41806787813479,31.992118419505783,1,1
499,21,8,0.0,2,0.4047888781744369,spanish,san_diego,in_person,1,18.214246770645705,40.34699312729226,0,1
500,27,11,0.0,7,0.49438473546655276,spanish,los_angeles,online,0,13.432898074304033,47.92942715679456,0,0
501,36,4,0.0,5,0.5625051035120822,spanish,other,online,0,9.167063851887466,27.598817690907396,0,0
502,1,5,1.0,4,0.7923708808202415,english,san_diego,partner_cbo,0,16.29382432925972,30.323534215693147,0,1
503,6,12,0.0,5,0.680334820360676,english,los_angeles,partner_cbo,1,8.277455058245028,31.94114217465132,0,0
504,30,8,1.0,1,0.43041795960509244,english,los_angeles,online,0,17.552614088358936,30.69129212326118,1,1
505,15,1,0.0,6,0.8140093593891622,vietnamese,san_diego,phone,0,14.807021947603959,36.31299482169647,1,0
506,6,6,1.0,2,0.4550190555090382,other,los_angeles,online,1,6.472006707073686,39.18558385360764,1,0
507,10,5,1.0,3,0.8481517769381385,spanish,los_angeles,partner_cbo,0,14.354564079190471,27.08572306265843,0,1
508,22,10,0.0,3,0.7809531896139571,english,san_diego,partner_cbo,0,9.433547760878565,35.837112258706696,1,0
509,39,9,1.0,6,0.39826705372073196,spanish,fresno,online,1,4.2750237230351535,40.5676829103573,1,1
510,8,6,1.0,5,0.2483570727856504,english,los_angeles,partner_cbo,0,15.507386465479609,21.94879550116876,1,1
